Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
15-Oct-2025,"INR 21,058,965",180.0,CHANDRABHAN YADAV,17-Oct-2025 03:44 PM,02.pdf (350.00 KB),AOC,1,5550495,Arun Kumar,22-Sep-2025 03:07 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:19 PM,1.0,5548814.0,M/S MANOJ TRADERS,INR,"21,058,965",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,2025_UPIDC_1074200_2,02/SE/SRE/2025-26,Lot-02,Finance,SUMMARY UPLOAD IN FINANCIAL EVALUATION,CHANDRABHAN YADAV,15-Oct-2025 04:31 PM,,BOQ Comparative Chart,"C.B.YADAV, SE",Internal,"B.P.SINGH, SE, VIVEK VARSHNEY, EE",CHANDRABHAN YADAV,29-Sep-2025 07:19 PM,03-Oct-2025 02:00 PM,techsummary_1961515.pdf (744.31 KB),Technical,Upload Summary,CHANDRABHAN YADAV,29-Sep-2025 06:55 PM,,"C.B.YADAV,SE",Internal,"B.P.SINGH, SE, PRANEEN JOSHIA, EE",CHANDRABHAN YADAV,15-Oct-2025 04:46 PM,finsummary_1961515.pdf (392.57 KB),AOC,16-Sep-2025 01:00 PM,23-Sep-2025 10:30 AM,16-Sep-2025 01:00 PM,22-Sep-2025 05:00 PM,NA ,NA ,16-Sep-2025 01:00 PM,22-Sep-2025 05:00 PM,03-Oct-2025 02:00 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,02/SE/SRE/2025-26,2025_UPIDC_1074200_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,SE IWC SAHARANPUR,OFFICE OF THE SE IWC SAHARANPUR,"6,49,000",No,fixed,,Nil,Nil,"2,714",Nil,Nil,No,Lot-02,Repair work of Damaged works of Raipur Level Crossing constructed at k.m. 13.761 of Eastern Yamuna Canal in District Saharanpur,Please refer Tender documents. ,NA ,"3,24,56,000",Civil Works,NA ,Tender,90.0,180.0,SAHARANPUR,247001.0,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,20-Sep-2025 03:00 PM ,OFFICE OF THE SE IWC SAHARANPUR,No ,No,1.0,Other,Other,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,AOC
,,,,,,,2,5552330,Arvind Kumar,22-Sep-2025 04:14 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,3,5552686,C P SYSTEMS PVT LTD,22-Sep-2025 04:58 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5546497,Durga Engineers and Earth Movers,22-Sep-2025 01:28 PM,Rejected-AOC,L7,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5548126,GANPATI CONSTRUCTIONS,22-Sep-2025 04:02 PM,Rejected-AOC,L6,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5549155,GSB DEVELOPERS PRIVATE LIMITED,22-Sep-2025 03:09 PM,Rejected-AOC,L8,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5552387,HARBIR SINGH,22-Sep-2025 03:57 PM,Rejected-AOC,L4,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5550315,J P INFRATECH,22-Sep-2025 03:38 PM,Rejected-AOC,L2,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5552521,MARUTI CONSTRUCTION,22-Sep-2025 04:58 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5548814,M/S MANOJ TRADERS,20-Sep-2025 09:53 PM,Accepted-AOC,L1,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,11,5542044,M/S SATT SAHIB CONSTRUCTION CO,21-Sep-2025 10:23 AM,Rejected-AOC,L9,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,12,5551022,M/S SUDHIR KUMAR CONTRACTOR,22-Sep-2025 03:46 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,13,5548628,M/S VAISHNAVI CONSTRUCTION COMPANY,20-Sep-2025 05:56 PM,Rejected-AOC,L3,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,14,5539529,SHRI SAI CONSTRUCTION,22-Sep-2025 12:18 PM,Rejected-AOC,L5,17-Oct-2025 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
