S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,4941162.0,Suresh Chand Sharma,INR,"2,154,156",Technical,AS PER TECCHINICAL,BALJEET BALJEET,19-Apr-2025 05:52 PM,technical_1776286.pdf,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",2025_UPIDC_999682_5,06/EE/2024-25,ESTIMATE FOR CONSTRUCTION OF VRB OF BARHAN DY. AT CH- KM-15.668,EE BALJEET,External,,BALJEET BALJEET,28-Apr-2025 05:05 PM,finsummary_1776286.pdf (232.69 KB),EE BALJEET,External,,BALJEET BALJEET,19-Apr-2025 06:09 PM,21-Apr-2025 09:00 AM,techsummary_1776286.pdf (277.81 KB),Finance,AS PER FININCIAL,BALJEET BALJEET,28-Apr-2025 04:27 PM,finance_1776286.pdf,BOQ Comparative Chart,1,4913274,Aditya Constructions,10-Feb-2025 06:02 PM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,19-Aug-2025,"INR 2,154,156",90.0,Chandramauli Dwivedi,06-Oct-2025 02:09 PM,2.pdf (452.00 KB),AOC,1.0,DATE EXTENSION,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",06/EE/2024-25,2025_UPIDC_999682_5,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,ESTIMATE FOR CONSTRUCTION OF VRB OF BARHAN DY. AT CH- KM-15.668,ESTIMATE FOR CONSTRUCTION OF VRB OF BARHAN DY. AT CH- KM-15.668,Please refer Tender documents. ,NA ,"30,43,000",Civil Works,NA ,Tender,90.0,90.0,HATHRAS,204101.0,NA ,NA ,NA ,EE ID HATHRAS,No ,No,854.0,Nil,Nil,No,01-Feb-2025 10:00 AM,11-Feb-2025 03:00 PM,01-Feb-2025 10:00 AM,11-Feb-2025 11:00 AM,NA ,NA ,01-Feb-2025 10:00 AM,11-Feb-2025 11:00 AM,21-Apr-2025 09:00 AM,1.0,SBI Bank,EE ID HATHRAS,EE ID HATHRAS,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"60,900",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4931949,DEVENDRA KUMAR SHARMA,10-Feb-2025 10:48 AM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4912431,HARENDRA SINGH,05-Feb-2025 10:09 AM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4931198,MANVENDRA PRATAP SINGH CONTRACTOR AND SUPPLIER,09-Feb-2025 06:50 PM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4939506,M/s CHANDRA PAL SINGH,11-Feb-2025 07:08 AM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4923840,M/S Harish Kumar Contractor,10-Feb-2025 11:17 PM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4938391,M/S SANJAY KUMAR,10-Feb-2025 08:19 PM,Rejected-Finance,AS PER FININCIAL,28-Apr-2025 05:05 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4941162,Suresh Chand Sharma,11-Feb-2025 09:48 AM,Accepted-AOC,AS PER AOC,06-Oct-2025 02:09 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
