Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
29-Oct-2025,"INR 1,195,312",30.0,Chandramauli Dwivedi,31-Oct-2025 02:24 PM,24.pdf (377.00 KB),1.0,5590918.0,JITENDRA SINGH CONSTRUCTION,INR,"1,195,312","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",2025_UPIDC_1078569_3,03/EE/2025-26,RENEWAL OF (L/B) SERVICE ROAD FROM KM. 19.000 TO KM. 20.500 AT BISANA DY.,1,5590918,JITENDRA SINGH CONSTRUCTION,07-Oct-2025 05:16 PM,Accepted-AOC,AS PER AOC,31-Oct-2025 02:24 PM,Finance,AS PER FININCIAL,Chandramauli Dwivedi,13-Oct-2025 12:28 PM,finance_1972117.pdf,BOQ Comparative Chart,CHANDRAMAULI DWIVEDI EE,External,,Chandramauli Dwivedi,10-Oct-2025 12:18 PM,10-Oct-2025 01:00 PM,techsummary_1972117.pdf (373.18 KB),Technical,AS PER TECHINICAL,Chandramauli Dwivedi,10-Oct-2025 11:50 AM,technical_1972117.pdf,CHANDRAMAULI DWIVEDI EE,External,,Chandramauli Dwivedi,13-Oct-2025 12:58 PM,finsummary_1972117.pdf (286.66 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,TENDER DOC,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",03/EE/2025-26,2025_UPIDC_1078569_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,RENEWAL OF (L/B) SERVICE ROAD FROM KM. 19.000 TO KM. 20.500 AT BISANA DY.,RENEWAL OF (L/B) SERVICE ROAD FROM KM. 19.000 TO KM. 20.500 AT BISANA DY.,Please refer Tender documents. ,NA ,"18,73,000",Civil Works,NA ,Tender,90.0,30.0,HATHRAS,204101.0,NA ,NA ,NA ,ID HATHRAS,No ,No,03-Oct-2025 11:00 AM,08-Oct-2025 03:00 PM,03-Oct-2025 11:00 AM,08-Oct-2025 12:00 PM,NA ,NA ,03-Oct-2025 11:00 AM,08-Oct-2025 12:00 PM,10-Oct-2025 01:00 PM,EE ID HATHRAS,EE ID HATHRAS,854.0,Nil,Nil,No,"37,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,5584054,MANVENDRA PRATAP SINGH CONTRACTOR AND SUPPLIER,05-Oct-2025 04:24 PM,Rejected-Finance,AS PER FININCIAL,13-Oct-2025 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5586613,M/S AGRE ASSOCIATES,07-Oct-2025 07:51 PM,Rejected-Finance,AS PER FININCIAL,13-Oct-2025 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
