S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,19-May-2025 10:30 AM,24-May-2025 11:00 AM,19-May-2025 10:30 AM,24-May-2025 10:30 AM,NA ,NA ,19-May-2025 10:30 AM,24-May-2025 10:30 AM,24-May-2025 05:30 PM,"64,000",No,percentage,10.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-10, bulandshahar",01/EE/2025-26,2025_UPIDC_1034399_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TB,766.0,Nil,Nil,No,"Silt Clearance of Khanpur Dy. From Km. 0.000 to Km. 12.400, Lot-2","Silt Clearance of Khanpur Dy. From Km. 0.000 to Km. 12.400, Lot-2",Please refer Tender documents. ,NA ,"6,40,000",Civil Works - Canal,NA ,Rate Contract,30.0,30.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,EE MGCCD10 BSR,EE MGCCD10 BSR,AOC,"EE, MGCCD-10, BSR",Internal,"EE, MGCCD-6, Meerut",Rohit .,25-May-2025 12:12 PM,finsummary_1887186.pdf (2151.47 KB),Technical,TB Summary,Rohit .,24-May-2025 05:10 PM,technical_1887186.pdf,"EE, MGCCD-10, BSR",Internal,"EE, MGCCD-6, Meerut",Rohit .,24-May-2025 05:16 PM,24-May-2025 05:30 PM,techsummary_1887186.pdf (2151.48 KB),Finance,Summary,Rohit .,25-May-2025 12:08 PM,finance_1887186.pdf,BOQ Comparative Chart,1,5211679,ARTIST BRO,24-May-2025 02:05 AM,Accepted-AOC,L-1,17-Aug-2025 12:56 PM,1.0,5208701.0,TEJVEER SINGH,INR,"639,014.88","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-10, bulandshahar",2025_UPIDC_1034399_2,01/EE/2025-26,"Silt Clearance of Khanpur Dy. From Km. 0.000 to Km. 12.400, Lot-2",29-May-2025,"INR 520,341",30.0,Rohit .,17-Aug-2025 12:56 PM,khanpurdy.pdf (310.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CK,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5208491,M/S GEE PEE ASSOCIATES,22-May-2025 06:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-May-2025 05:10 PM,2.0,5209735.0,Shree Siddhbali Construction,INR,"639,745.87",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FB,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5209735,Shree Siddhbali Construction,23-May-2025 10:23 PM,Accepted-AOC,L-3,17-Aug-2025 12:56 PM,3.0,5211679.0,ARTIST BRO,INR,"520,340.74",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5208701,TEJVEER SINGH,22-May-2025 07:06 PM,Accepted-AOC,L-2,17-Aug-2025 12:56 PM,,,,,,,,,,,,,,,,,AOC
