Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"2,714",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah",06/S.E./2025-26,2025_UPIDC_1079970_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,07-Oct-2025 12:00 PM,13-Oct-2025 03:30 PM,07-Oct-2025 12:00 PM,13-Oct-2025 03:00 PM,NA ,NA ,07-Oct-2025 12:00 PM,13-Oct-2025 03:00 PM,18-Oct-2025 12:00 PM,"1,46,000",No,fixed,,Nil,Nil,Estimate for Repairing and Resurfacing of Service Road of Etawah Branch from km.48.000 to 52.500 for the Year 2025-26,Estimate for Repairing and Resurfacing of Service Road of Etawah Branch from km.48.000 to 52.500 for the Year 2025-26,Please refer Tender documents. ,NA ,"73,00,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,Superintending Engineer,Superintending Engineer Irrigation Works Circle Etawah,AOC,J. K. Agrawal,Internal,,AMITABH KUMAR,29-Oct-2025 11:50 AM,finsummary_1975771.pdf (783.75 KB),Technical,All Admitted for Check,AMITABH KUMAR,13-Oct-2025 04:47 PM,technical_1975771.pdf,J. K. Agrawal,Internal,,AMITABH KUMAR,15-Oct-2025 11:00 AM,18-Oct-2025 12:00 PM,techsummary_1975771.pdf (49.57 KB),Finance,All Admitted,AMITABH KUMAR,18-Oct-2025 01:12 PM,,BOQ Comparative Chart,1,5603481,AK ENTERPRISES,13-Oct-2025 12:43 PM,Rejected-AOC,Completed,29-Oct-2025 11:56 AM,1.0,5597439.0,Santosh kumar Yadav,INR,"4,636,557.5","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah",2025_UPIDC_1079970_1,06/S.E./2025-26,Estimate for Repairing and Resurfacing of Service Road of Etawah Branch from km.48.000 to 52.500 for the Year 2025-26,29-Oct-2025,"INR 7,300,000",30.0,AMITABH KUMAR,29-Oct-2025 11:56 AM,AOC.pdf (458.00 KB),AOC
,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5599607,ANSHU TRADERS,12-Oct-2025 03:09 PM,Rejected-AOC,Completed,29-Oct-2025 11:56 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5601650,M/s SANJEEV KUMAR SINGH CONTRACTOR AND SUPPLIERS,12-Oct-2025 05:20 PM,Rejected-AOC,Completed,29-Oct-2025 11:56 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5602465,NATIONAL ENTERPRISES,13-Oct-2025 02:28 PM,Rejected-AOC,Completed,29-Oct-2025 11:56 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5601190,RADHA CONSTRUCTION,13-Oct-2025 09:41 AM,Rejected-AOC,Completed,29-Oct-2025 11:56 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5597439,Santosh kumar Yadav,12-Oct-2025 08:54 PM,Accepted-AOC,Completed,29-Oct-2025 11:56 AM,,,,,,,,,,,,,,,,AOC
