Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
08-Oct-2025,"INR 24,604,569.6",365.0,Arunendra Kumar Singh,25-Oct-2025 12:13 PM,1067696.pdf (261.00 KB),TENDER AWARDED TO M/S CHOUDHERY CONTRACTOR & SUPPLIERS,1.0,5517891.0,M/S CHOUDHERY CONTRACTOR & SUPPLIERS,INR,"24,604,569.6",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1067696_1,304/UPRNSS/E-TENDER/2025-26 DATE 18-08-2025,"BALANCE WORK OF BLOCK INSTITUTE OF TEACHER EDUCATION(BITE) AT HETAMPUR, DISTRICT-BARABANKI(U.P.)",1,5517742,M/S ANAND ENTERPRISES,05-Sep-2025 11:02 AM,Rejected-AOC,Due to High Rate Quoted,25-Oct-2025 12:14 PM,Finance,FINANCE,VIJAY BAHADUR SINGH,09-Sep-2025 04:02 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,09-Sep-2025 03:22 PM,09-Sep-2025 03:35 PM,techsummary_1947419.pdf (2046.19 KB),Technical,04 BIDS ARE ADMITTED,Arunendra Kumar Singh,09-Sep-2025 12:15 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,26-Sep-2025 11:08 AM,finsummary_1947419.pdf (648.16 KB),AOC,1.0,BG - Bank Guarantee,22-Aug-2025 06:00 PM,06-Sep-2025 01:55 PM,22-Aug-2025 06:00 PM,05-Sep-2025 06:00 PM,NA ,NA ,22-Aug-2025 06:00 PM,05-Sep-2025 06:00 PM,09-Sep-2025 03:35 PM,"4,93,000",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-2",Lucknow,"8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"BALANCE WORK OF BLOCK INSTITUTE OF TEACHER EDUCATION(BITE) AT HETAMPUR, DISTRICT-BARABANKI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"2,46,44,000",Civil Works,NA ,Tender,90.0,365.0,BARABANKI,225001.0,LUCKNOW ,"Office of E.E., UPRNSS Unit Lucknow-2 ",28-Aug-2025 11:00 AM ,LUCKNOW,No ,No,EXECUTIVE ENGINEER,"Office of E.E., UPRNSS Unit Lucknow-2, 4/612, Sector-4, Gomti Nagar, Vistar, Lucknow",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,304/UPRNSS/E-TENDER/2025-26 DATE 18-08-2025,2025_UPRNS_1067696_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5517891,M/S CHOUDHERY CONTRACTOR & SUPPLIERS,05-Sep-2025 02:13 PM,Accepted-AOC,Due to Low Rate Quoted,25-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5510425,M/S SARAN ENTERPRISES,31-Aug-2025 07:32 AM,Rejected-AOC,Due to High Rate Quoted,25-Oct-2025 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5504045,YAMRAJ INFRASTRUCTURE,28-Aug-2025 07:24 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,09-Sep-2025 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
