Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,05-Jul-2025 04:12 PM,07-Jul-2025 01:00 PM,techsummary_1912436.pdf (914.43 KB),14-Jul-2025,"INR 154,093.18",30.0,deena nath maurya,21-Oct-2025 03:50 PM,agno27.pdf (383.00 KB),AOC,Technical,Summary,deena nath maurya,05-Jul-2025 03:13 PM,technical_1912436.pdf,Finance,boq summary,deena nath maurya,07-Jul-2025 04:04 PM,finance_1912436.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Jul-2025 10:36 AM,finsummary_1912436.pdf (914.43 KB),1.0,5283396.0,M/S M. K. CONSTRUCTION,INR,"154,093.18",1,5283446,M/S ASHOKA ENTERPRISES,01-Jul-2025 03:43 PM,Rejected-AOC,L2,21-Oct-2025 03:50 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_39,01/AEIV/2025-26,"Maintenance and Repairing of Type-IV Residence No. 10/6 at New Parikalp Vihar Colony, Telibagh, Lucknow. (Lot No.12)",AOC,590.0,Nil,Nil,No,1.0,SBI Bank,"Maintenance and Repairing of Type-IV Residence No. 10/6 at New Parikalp Vihar Colony, Telibagh, Lucknow. (Lot No.12)","Maintenance and Repairing of Type-IV Residence No. 10/6 at New Parikalp Vihar Colony, Telibagh, Lucknow. (Lot No.12)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,New Parikalp vihar colony,226002.0,NA ,NA ,NA ,canal colony,No ,No,"3,300",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,Assistant Engineer IV,LDSC Lucknow,26-Jun-2025 12:00 PM,02-Jul-2025 03:00 PM,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,26-Jun-2025 12:00 PM ,02-Jul-2025 12:00 PM ,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,07-Jul-2025 01:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_39,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5283396,M/S M. K. CONSTRUCTION,01-Jul-2025 03:32 PM,Accepted-AOC,L1,21-Oct-2025 03:50 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
