Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1039514_3,05/EE/PYG/Crictical Gap/E-Tender/25-26,Construction of wall Various School at Prathmik Vidaylaya Tongakala Vikaskhand Koraon Prayagraj,1.0,5280499.0,ANANYA ENTERPRISES,INR,"873,520",1.0,5280499.0,ANANYA ENTERPRISES,02-Jul-2025 03:29 PM,Accepted-AOC,1st Rate,15-Aug-2025 05:54 PM,14-Jul-2025,"INR 873,520",90.0,Surendra Katuyar,15-Aug-2025 05:54 PM,WO.pdf (698.00 KB),Work Order No.- 335 dt. 14.07.2025,S.S. Katiyar,Internal,"Lalji Tiwari, Shair Ahmad",Surendra Katuyar,09-Jul-2025 03:40 PM,finsummary_1913570.pdf (207.40 KB),Technical,TS,Surendra Katuyar,09-Jul-2025 02:44 PM,technical_1913570.pdf,SS Katiyar,Internal,"LAlji Tiwari, Shair Ahamad",Surendra Katuyar,09-Jul-2025 02:45 PM,09-Jul-2025 02:50 PM,techsummary_1913570.pdf (1200.01 KB),Finance,FS,Lalji Tiwari,09-Jul-2025 03:29 PM,finance_1913570.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,"18,000",Yes,fixed,,EE UPSCIDCO,Prayagraj,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,05/EE/PYG/Crictical Gap/E-Tender/25-26,2025_SCIDC_1039514_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EE UPSCIDCO Prayagraj,236/174/4 Triveni Gas Godown Road new mehdauri Teliyarganj Prayagraj,Construction of wall Various School at Prathmik Vidaylaya Tongakala Vikaskhand Koraon Prayagraj,Construction of wall Various School at Prathmik Vidaylaya Tongakala Vikaskhand Koraon Prayagraj,Please refer Tender documents. ,NA ,"8,95,000",Civil Works,NA ,Tender,90.0,90.0,Prayagraj,211004.0,EE UPSCIDCO Prayagraj ,236/174/4 Triveni Gas Godown Road new mehdauri Teliyarganj Prayagraj ,01-Jul-2025 12:00 PM ,EE UPSCIDCO Prayagraj,No ,No,1,DD - Demand Draft,"1,652",EE UPSCIDCO,Prayagraj,No,27-Jun-2025 04:00 PM,03-Jul-2025 03:00 PM,27-Jun-2025 04:00 PM,03-Jul-2025 02:00 PM,NA ,NA ,27-Jun-2025 04:00 PM,03-Jul-2025 02:00 PM,09-Jul-2025 02:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC
