Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EERED AGRA,EERED AGRA,"39,800",Yes,fixed,,Nil,Nil,13-Aug-2025 10:00 AM,19-Aug-2025 12:30 PM,13-Aug-2025 10:00 AM,19-Aug-2025 12:00 PM,NA ,NA ,13-Aug-2025 10:00 AM,19-Aug-2025 12:00 PM,21-Aug-2025 09:00 AM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BID,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,536./NIVIDA AGRA/2025-26 dt 01.08.2025,2025_REDUP_1065222_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"17. Vikas khand jagner ke composite school devaru me smart board, furniture ewam prangan me interlocking karya","17. Vikas khand jagner ke composite school devaru me smart board, furniture ewam prangan me interlocking karya",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EE RED AGRA,No ,No,AOC,EERED,Internal,,Dinesh Singh,22-Aug-2025 04:08 PM,finsummary_1941827.pdf (93.47 KB),Finance,F,Dinesh Singh,22-Aug-2025 11:57 AM,,BOQ Comparative Chart,1.0,5433103.0,M/S SAI ENTERPRISES,INR,"1,986,947.262",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1065222_13,536./NIVIDA AGRA/2025-26 dt 01.08.2025,"17. Vikas khand jagner ke composite school devaru me smart board, furniture ewam prangan me interlocking karya",1,5433103,M/S SAI ENTERPRISES,18-Aug-2025 08:11 PM,Accepted-AOC,L1,28-Aug-2025 03:04 PM,22-Aug-2025,"INR 1,986,947.262",90.0,Dinesh Singh,28-Aug-2025 03:04 PM,BL.pdf (93.00 KB),Technical,T,Dinesh Singh,20-Aug-2025 02:27 PM,,EERED,Internal,,Dinesh Singh,20-Aug-2025 02:36 PM,21-Aug-2025 09:00 AM,techsummary_1941827.pdf (93.47 KB),AOC
,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5437783,TANYA CONSTRUCTION,18-Aug-2025 01:14 PM,Rejected-Finance,L2,22-Aug-2025 04:08 PM,,,,,,,,,,,,,,,,,,,AOC
