S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,5362120,M/S S S ENTERPRISES,21-Jul-2025 05:20 PM,Rejected-Finance,higher Rate,13-Oct-2025 05:42 PM,1.0,5362682.0,RAJEEV JOHRI,INR,"3,008,100",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,2025_UPIDM_1055393_4,TD_05/EEBMMDVNS/2025_26,"Fabrication and erection of sill plate at Banbasa Barrage Banbasa, District- Champawat Uttarakhand",14-Oct-2025,"INR 3,008,100",300.0,Sujeet Kumar Singh,14-Oct-2025 02:17 PM,AOC_05_01.pdf (901.00 KB),SUJEET KUMAR SINGH,Internal,,Sujeet Kumar Singh,13-Oct-2025 05:42 PM,finsummary_1925893.pdf (900.68 KB),Technical,Part A opened,Sujeet Kumar Singh,26-Jul-2025 03:03 PM,technical_1925893.pdf,SUJEET KUMAR SINGH,Internal,,Sujeet Kumar Singh,26-Jul-2025 03:06 PM,26-Jul-2025 03:10 PM,techsummary_1925893.pdf (221.19 KB),Finance,PART B OPENED,Sujeet Kumar Singh,13-Oct-2025 05:39 PM,finance_1925893.pdf,BOQ Comparative Chart,AOC,EXECUTIVE ENGINEER,Office Of Executive Engineer Barrage Mechanical Maintenance Division Ashapur Sarnath Varanasi. 221007,1.0,SBI Bank,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,TD_05/EEBMMDVNS/2025_26,2025_UPIDM_1055393_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"66,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"Fabrication and erection of sill plate at Banbasa Barrage Banbasa, District- Champawat Uttarakhand","Fabrication and erection of sill plate at Banbasa Barrage Banbasa, District- Champawat Uttarakhand",Please refer Tender documents. ,NA ,"31,67,000",Miscellaneous Works,NA ,Tender,90.0,300.0,UTTARAKHAND,262310.0,NA ,NA ,NA ,VARANASI,No ,No,590.0,Nil,Nil,No,17-Jul-2025 04:45 PM,23-Jul-2025 01:00 PM,17-Jul-2025 04:45 PM,22-Jul-2025 05:00 PM,NA ,NA ,17-Jul-2025 04:45 PM,22-Jul-2025 05:00 PM,26-Jul-2025 03:10 PM,AOC
2,5359386,M/S W M ENGINEERING WORKS,21-Jul-2025 11:06 AM,Rejected-Finance,higher Rate,13-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5362682,RAJEEV JOHRI,21-Jul-2025 09:27 PM,Accepted-AOC,Lower Rate,14-Oct-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
