Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
29-Aug-2025,"INR 1,367,631.39",90.0,Ankur Verma,29-Aug-2025 12:04 PM,7.pdf (22.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1065294_7,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,Gram rudlapur ke pahuch marg se awashesh bhag ka cc road ka nirman karya,1.0,5465758.0,KAMLESH CHAUDHARY,INR,"1,367,631.39",1,5465758,KAMLESH CHAUDHARY,20-Aug-2025 10:00 PM,Accepted-AOC,a,29-Aug-2025 12:04 PM,Finance,c,Ankur Verma,25-Aug-2025 02:25 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,23-Aug-2025 11:51 AM,25-Aug-2025 12:00 PM,techsummary_1941950.pdf (492.28 KB),Technical,c,Ankur Verma,23-Aug-2025 11:19 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Aug-2025 12:01 PM,finsummary_1941950.pdf (21.97 KB),AOC,"28,000",Yes,fixed,,Nil,Nil,13-Aug-2025 12:30 PM,21-Aug-2025 12:30 PM,13-Aug-2025 12:30 PM,21-Aug-2025 12:00 PM,13-Aug-2025 12:30 PM ,21-Aug-2025 12:00 PM ,13-Aug-2025 12:30 PM,21-Aug-2025 12:00 PM,25-Aug-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,technical,1.0,SBI Bank,1.0,date1,Date,,EERED BASTI,O/O EERED BASTI,944.0,Nil,Nil,No,Gram rudlapur ke pahuch marg se awashesh bhag ka cc road ka nirman karya,Gram rudlapur ke pahuch marg se awashesh bhag ka cc road ka nirman karya,as per sbd ,NA ,"13,68,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,2025_REDUP_1065294_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5465803,M/S SANTOSH KUMAR CHAUDHARY,21-Aug-2025 12:31 AM,Rejected-Finance,r,29-Aug-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
