Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
13-Aug-2025 09:00 AM,22-Aug-2025 03:00 PM,13-Aug-2025 09:00 AM,22-Aug-2025 12:00 PM,NA ,NA ,13-Aug-2025 09:00 AM,22-Aug-2025 12:00 PM,03-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,Executive Engineer,U.M.B.C.D.G.C. Khurja,"1,184",Nil,Nil,No,Construction of precast Boundry wall,Construction of precast Boundry wall,Please refer Tender documents. ,NA ,"33,00,000",Civil Works,NA ,Tender,90.0,90.0,U.M.B.C.D.G.C. Khurja,203131.0,NA ,NA ,NA ,U.M.B.C.D.G.C. Khurja,No ,No,"66,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",08/E.E./2025-26,2025_UPIDC_1065054_31,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,FINANCIAL BID,NEERAJ TYAGI,03-Sep-2025 01:12 PM,finance_1941748.pdf,BOQ Comparative Chart,Neeraj kumar tyagi,Internal,NEERAJ KUMAR TYAGI UMESH KUMAR,NEERAJ TYAGI,09-Sep-2025 09:25 AM,finsummary_1941748.pdf (25.21 KB),1.0,5470694.0,M/S PRADEEP ASSOCIATES,INR,"2,301,270",1,5466261,ARTIST BRO,21-Aug-2025 09:44 PM,Rejected-Finance,4,09-Sep-2025 09:25 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",2025_UPIDC_1065054_31,08/E.E./2025-26,Construction of precast Boundry wall,Neeraj kumar tyagi,Internal,Neeraj kumar tyagi umesh kumar,NEERAJ TYAGI,31-Aug-2025 09:19 PM,03-Sep-2025 11:00 AM,techsummary_1941748.pdf (171.51 KB),09-Oct-2025,"INR 2,301,270",90.0,NEERAJ TYAGI,18-Oct-2025 04:43 PM,d51.pdf (953.00 KB),date of start 09.10.2025,Technical,Technical report,NEERAJ TYAGI,30-Aug-2025 09:51 PM,technical_1941748.pdf,AOC
,,,,,,,,,,,.pdf,Drawing 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5466229,Arvind Kumar,20-Aug-2025 06:27 PM,Rejected-Finance,8,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5469294,JITENDRA SINGH CONSTRUCTION,21-Aug-2025 04:52 PM,Rejected-Finance,5,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5469187,M/s AMAN MACHINERY STORE,21-Aug-2025 06:38 PM,Rejected-Finance,3,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5470259,M/S CHAUDHARY ENTERPRISES,21-Aug-2025 08:05 PM,Rejected-Technical,Reject,31-Aug-2025 09:19 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5471030,M/S Harish Kumar Contractor,21-Aug-2025 11:55 PM,Rejected-Finance,2,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5465711,M/s Narendra Kumar Contractor,21-Aug-2025 03:46 PM,Rejected-Finance,10,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5470694,M/S PRADEEP ASSOCIATES,21-Aug-2025 11:00 PM,Accepted-AOC,Accept,18-Oct-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5472195,M/s Prince Construction,22-Aug-2025 10:30 AM,Rejected-Finance,7,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5470139,M/S SHRI BALAJI DEVELOPERS,22-Aug-2025 10:36 AM,Rejected-Finance,6,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,5459969,S F INFRA PROJECTS,21-Aug-2025 07:03 PM,Rejected-Finance,9,09-Sep-2025 09:25 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
