S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,RTGS - RTGS Payment,"Construction of Interlocking Road and Drainage System From Dabur Road To Kali Mata Mandir at Vill. -Kharit, Block- Eka Distt. Firozabad.","Construction of Interlocking Road and Drainage System From Dabur Road To Kali Mata Mandir at Vill. -Kharit, Block- Eka Distt. Firozabad.",Please refer Tender documents. ,NA ,"21,15,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,"42,500",No,fixed,,UPSCIDCO,FIROZABAD,1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,56/FZD/MLA/25-26,2025_SCIDC_1060444_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,26-Jul-2025 03:25 PM,02-Aug-2025 12:00 PM,26-Jul-2025 03:25 PM,02-Aug-2025 12:00 PM,NA ,NA ,26-Jul-2025 03:25 PM,02-Aug-2025 12:00 PM,07-Aug-2025 12:40 PM,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra","1,652",UPSCIDCO,FIROZABAD,No,AOC,Technical,All bids are ok,Pramod Kumar,07-Aug-2025 11:51 AM,technical_1931293.pdf,Shri RAKESH KUMAR SIKARWAR,Internal,,Rakesh Sikarwar,22-Aug-2025 02:27 PM,finsummary_1931293.pdf (461.48 KB),Finance,Rate of M/s Maa Builders is accepted.,Rakesh Sikarwar,22-Aug-2025 12:47 PM,finance_1931293.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Pramod Kumar,07-Aug-2025 12:31 PM,07-Aug-2025 12:40 PM,techsummary_1931293.pdf (813.92 KB),22-Aug-2025,"INR 2,115,054.44",180.0,Rakesh Sikarwar,22-Aug-2025 02:29 PM,56fzf.pdf (461.00 KB),1,5396024,M/s Maa Builders,01-Aug-2025 10:30 PM,Accepted-AOC,OK,22-Aug-2025 02:30 PM,1.0,5396024.0,M/s Maa Builders,INR,"2,115,054.44",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1060444_1,56/FZD/MLA/25-26,"Construction of Interlocking Road and Drainage System From Dabur Road To Kali Mata Mandir at Vill. -Kharit, Block- Eka Distt. Firozabad.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5396209,M/s MAA BUILDERS,02-Aug-2025 01:17 AM,Rejected-AOC,OK,22-Aug-2025 02:30 PM,,,,,,,,,,AOC
