Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"1,652",UPSCIDC,Agra,No,Construction of C.C. Road And Drain From Narayan Singh House to Ashok Kumar house at Gopalpura Agra.,Construction of C.C. Road And Drain From Narayan Singh House to Ashok Kumar house at Gopalpura Agra.,Please refer Tender documents. ,NA ,"14,92,000",Civil Works,NA ,Tender,180.0,180.0,SIKANDRA,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1.0,RTGS - RTGS Payment,"30,000",No,fixed,,UPSCIDC,Agra,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,40/AGR/MLACANTT/25-26,2025_SCIDC_1056472_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,11-Jul-2025 04:00 PM,18-Jul-2025 01:00 PM,11-Jul-2025 04:00 PM,18-Jul-2025 12:00 PM,NA ,NA ,11-Jul-2025 04:00 PM,18-Jul-2025 12:00 PM,31-Jul-2025 03:30 PM,Executive Engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",AOC,Technical,All bids are ok,Rakesh Sikarwar,31-Jul-2025 02:57 PM,technical_1922472.pdf,Shri R.K. Sikarwar,Internal,,Rakesh Sikarwar,07-Aug-2025 04:24 PM,finsummary_1922472.pdf (339.84 KB),Finance,Rate of M/S Om Constructions is Accepted.,Rakesh Sikarwar,07-Aug-2025 03:20 PM,finance_1922472.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Rakesh Sikarwar,31-Jul-2025 03:27 PM,31-Jul-2025 03:30 PM,techsummary_1922472.pdf (458.66 KB),07-Aug-2025,"INR 1,491,639.77",180.0,Rakesh Sikarwar,07-Aug-2025 04:26 PM,40fragr.pdf (340.00 KB),1,5351943,M/S Om Constructions,18-Jul-2025 01:31 AM,Accepted-AOC,OK,07-Aug-2025 04:26 PM,1.0,5351943.0,M/S Om Constructions,INR,"1,491,639.77",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1056472_1,40/AGR/MLACANTT/25-26,Construction of C.C. Road And Drain From Narayan Singh House to Ashok Kumar house at Gopalpura Agra.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5351757,RAGHAV CONSTRUCTION,17-Jul-2025 10:12 PM,Rejected-AOC,OK,07-Aug-2025 04:26 PM,,,,,,,,,,AOC
