S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5278810.0,M/s BRIJENDRA KUMAR VERMA,INR,"1,081,182",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2025_REDUP_1049595_1,246_02/MLAY/KHERI/2025-26,"Interlocking and drain construction work from the primary school to house of Vinay Kashyap in Gram Panchayat Saidipur (Haraia), length 130 meters, Block Nakha.",1,5278810,M/s BRIJENDRA KUMAR VERMA,28-Jun-2025 04:00 PM,Accepted-AOC,Accepted,04-Aug-2025 09:18 AM,14-Jul-2025,"INR 1,081,397.78",60.0,Hemant Saxena,04-Aug-2025 09:18 AM,AOC_246_02.pdf (265.00 KB),Hemant Saxena,Internal,,Hemant Saxena,05-Jul-2025 10:09 PM,10-Jul-2025 12:00 PM,techsummary_1907456.pdf (340.20 KB),Finance,Recommended for Financial Evaluation,Hemant Saxena,11-Jul-2025 08:15 AM,finance_1907456.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Hemant Saxena,11-Jul-2025 10:45 PM,finsummary_1907456.pdf (444.90 KB),Technical,Recommended for Technical Evaluation,Hemant Saxena,01-Jul-2025 10:32 PM,technical_1907456.pdf,AOC,25-Jun-2025 12:00 PM,01-Jul-2025 12:30 PM,25-Jun-2025 12:00 PM,01-Jul-2025 12:00 PM,NA ,NA ,25-Jun-2025 12:00 PM,01-Jul-2025 12:00 PM,10-Jul-2025 12:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,246_02/MLAY/KHERI/2025-26,2025_REDUP_1049595_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical PDF,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,"Interlocking and drain construction work from the primary school to house of Vinay Kashyap in Gram Panchayat Saidipur (Haraia), length 130 meters, Block Nakha.","Interlocking and drain construction work from the primary school to house of Vinay Kashyap in Gram Panchayat Saidipur (Haraia), length 130 meters, Block Nakha.",Please Refer Tender Document ,NA ,"10,81,400",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,"22,000",No,fixed,,Nil,Nil,856.0,Nil,Nil,No,AOC
,,,,,,,,,2,5278830,RAKESH KUMAR VERMA,28-Jun-2025 02:27 PM,Rejected-Finance,2nd Lowest Bidder,11-Jul-2025 10:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
