Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,250",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",02/EE/2025-26,2025_UPIDC_1076046_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Patch Repair Work of Road On Karahi Dy. KM 1.1200 To KM 5.200 (Lift Bank),Patch Repair Work of Road On Karahi Dy. KM 1.1200 To KM 5.200 (Lift Bank),Please refer Tender documents. ,NA ,"12,28,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,"1,23,000",Yes,fixed,,Nil,Nil,22-Sep-2025 10:00 AM,27-Sep-2025 03:30 PM,22-Sep-2025 10:00 AM,27-Sep-2025 03:00 PM,NA ,NA ,22-Sep-2025 10:00 AM,27-Sep-2025 03:00 PM,08-Oct-2025 10:30 AM,1,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",AOC,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,06-Oct-2025 08:31 PM,08-Oct-2025 10:30 AM,techsummary_1965285.pdf (163.22 KB),Finance,AS PER UPLOAD,Dinesh Mohan,27-Oct-2025 08:38 PM,,BOQ Comparative Chart,Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,27-Oct-2025 09:01 PM,finsummary_1965285.pdf (21.68 KB),Technical,AS PER UPLOAD,Dinesh Mohan,06-Oct-2025 08:15 PM,technical_1965285.pdf,1,5556931,M/S BHAGWATI TRADERS,26-Sep-2025 09:54 PM,Accepted-AOC,AS PER UPLOAD,27-Oct-2025 09:25 PM,1.0,5556931.0,M/S BHAGWATI TRADERS,INR,"902,763","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2025_UPIDC_1076046_3,02/EE/2025-26,Patch Repair Work of Road On Karahi Dy. KM 1.1200 To KM 5.200 (Lift Bank),27-Oct-2025,"INR 1,228,000",15.0,Dinesh Mohan,27-Oct-2025 09:25 PM,3.pdf (175.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,AS PER UPLOAD,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5567401,SHIVANAND SHUKLA,27-Sep-2025 11:49 AM,Rejected-AOC,AS PER UPLOAD,27-Oct-2025 09:25 PM,,,,,,,,,,,,,,,,,AOC
