Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
30-Oct-2025,"INR 2,163,749.5",180.0,ANIL VERMA,30-Oct-2025 04:49 PM,725.pdf (402.00 KB),AOC,1,5582483,ABHYANT ENTERPRISES,04-Oct-2025 07:31 PM,Rejected-Technical,TECHNICAL NOT QUALIFIED,09-Oct-2025 01:20 PM,1.0,5582868.0,Sri Surandra Singh,INR,"2,163,749.5",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Jhansi,2025_UPRNS_1077378_1,725/EE/UPRNSS/E-TENDER/2025-26 DATE-18.09.2025,"PROPOSED REAPIR AND RENOVATION WORK OF INTERLOCKING DRAIN AND CATTLE TRAP IN CHC KABRAI, DISTRICT-MAHOBA (U.P.)",Technical,3 BIDS ARE ADMITTED,ANIL VERMA,08-Oct-2025 01:00 PM,,ANIL VERMA,Internal,"ABHINANDAN GANGWAR (A.E.), SARFARAJ ANSARI (ACCTT.)",ANIL VERMA,30-Oct-2025 04:46 PM,finsummary_1968878.pdf (402.29 KB),Finance,2 BIDS ARE ADMITTED,ANIL VERMA,09-Oct-2025 02:29 PM,,BOQ Comparative Chart,ANILVERMA,Internal,"ABHINANDAN GANGWAR (A.E.), SARFARAJ ANSARI (ACCTT.)",ANIL VERMA,09-Oct-2025 01:20 PM,09-Oct-2025 02:20 PM,techsummary_1968878.pdf (877.06 KB),AOC,"43,500",No,fixed,,"EXECUTIVE ENGINEER, CHITRAKOOT",CHITRAKOOT,EXECUTIVE ENGINEER,"CHITRAKOOT, 13 MIG, CHILLA ROAD INFRON POWER HOUSE, INDIRANAGAR, BANDA",1.0,Fee/PreQual/Technical,.pdf,NIT,1,DD - Demand Draft,25-Sep-2025 05:00 PM,06-Oct-2025 01:00 PM,25-Sep-2025 05:00 PM,06-Oct-2025 11:00 AM,NA ,NA ,25-Sep-2025 05:00 PM,06-Oct-2025 11:00 AM,09-Oct-2025 02:20 PM,"PROPOSED REAPIR AND RENOVATION WORK OF INTERLOCKING DRAIN AND CATTLE TRAP IN CHC KABRAI, DISTRICT-MAHOBA (U.P.)","PROPOSED REAPIR AND RENOVATION WORK OF INTERLOCKING DRAIN AND CATTLE TRAP IN CHC KABRAI, DISTRICT-MAHOBA (U.P.)",Please refer Tender documents. ,NA ,"21,67,000",Civil Works,NA ,Tender,90.0,180.0,MAHOBA,210427.0,NA ,NA ,NA ,BANDA,No ,No,"1,770","EXECUTIVE ENGINEER, CHITRAKOOT",CHITRAKOOT,No,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Jhansi,725/EE/UPRNSS/E-TENDER/2025-26 DATE-18.09.2025,2025_UPRNS_1077378_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,2,5581726,M/S PUSHPENDRA ENGINEERING ASSOCIATES,04-Oct-2025 01:24 PM,Rejected-AOC,QUOTED HIGHEST RATES,30-Oct-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,Finance,.xls,BOQ,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5582868,Sri Surandra Singh,05-Oct-2025 11:13 AM,Accepted-AOC,QUOTED LOWEST RATES,30-Oct-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
