Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (TCD) Varanasi,2025_UPIDM_1075613_1,01/EE/TCD/VNS/2025-26/LOT1,Construction of Office upto plinth level as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and TMT bar Note Bricks Cement and TMT bar Will be provided by the department,1.0,5587196.0,SUNIL SINGH YADAV,INR,"1,453,500",1,5583715,MANJULA MISHRA,06-Oct-2025 10:30 AM,Rejected-Finance,Rate higher than L1,10-May-2026 05:02 PM,10-Oct-2025,"INR 1,453,500",60.0,GYAN CHANDRA TIWARI,24-Oct-2025 06:25 PM,AOC1.pdf (659.00 KB),Executive Engineer TCD Varansi,Internal,,GYAN CHANDRA TIWARI,10-Oct-2025 03:55 PM,finsummary_1964174.pdf (809.81 KB),Technical,As per the decision of the technical committee,GYAN CHANDRA TIWARI,09-Oct-2025 05:14 PM,,Executive Engineer TCD Varansi,Internal,,GYAN CHANDRA TIWARI,09-Oct-2025 05:46 PM,09-Oct-2025 06:00 PM,techsummary_1964174.pdf (229.19 KB),Finance,As per decision of committee,GYAN CHANDRA TIWARI,10-Oct-2025 12:47 PM,finance_1964174.pdf,BOQ Comparative Chart,AOC,22-Sep-2025 11:00 AM,06-Oct-2025 02:30 PM,22-Sep-2025 11:00 AM,06-Oct-2025 02:00 PM,NA ,NA ,22-Sep-2025 11:00 AM,06-Oct-2025 02:00 PM,09-Oct-2025 06:00 PM,1.0,Fee/PreQual/Technical,.pdf,"FEE,EMD ,TECHNICAL PART","35,000",No,fixed,,Nil,Nil,1.0,SBI Bank,Construction of Office upto plinth level as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and TMT bar Note Bricks Cement and TMT bar Will be provided by the department,Construction of Office upto plinth level as per drawing and BOQ Including all the cost of material T and P and labour but excluding the cost of bricks cement and TMT bar Note Bricks Cement and TMT bar Will be provided by the department,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,60.0,ASHAPUR VARANSI,221007.0,NA ,NA ,NA ,EE TCD VARANSI OFFICE SIGRA,No ,No,EE TCD VARANSI,EE TCD OFFICE VARUNAPURAM SINCHAYI COLONY SIGRA VARANSI 221010,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (TCD) Varanasi,01/EE/TCD/VNS/2025-26/LOT1,2025_UPIDM_1075613_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,770",Nil,Nil,No,AOC
,,,,,,,,,2,5583109,M/S AWADH CONSTRUCTION,06-Oct-2025 01:09 AM,Not Admitted-Fee/PreQual/Technical,Others-Eligibility requirement as required in tender document is not fulfilled,09-Oct-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5580158,M/s Ramesh Tiwari,04-Oct-2025 12:02 PM,Rejected-Finance,Rate higher than L1,10-Oct-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5583968,SHOBHA ENTERPRISES,05-Oct-2025 02:39 PM,Rejected-Finance,Rate higher than L1,10-Oct-2025 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5587196,SUNIL SINGH YADAV,06-Oct-2025 01:49 PM,Accepted-AOC,L1 Bid,24-Oct-2025 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
