Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
14-Jul-2025,"INR 1,039,792",90.0,Surendra Katuyar,15-Aug-2025 06:03 PM,WO.pdf (669.00 KB),Work order No.- 334 dt . 14.01.2025,1.0,5286561.0,S.K. TRADERS,02-Jul-2025 07:45 PM,Accepted-AOC,1st Lowest,15-Aug-2025 06:03 PM,1.0,5286561.0,S.K. TRADERS,INR,"1,039,792",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1039531_3,06/EE/PYG/Crictical Gap/E-Tender/25-26,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Koraon PRayagraj,Finance,FS,Lalji Tiwari,09-Jul-2025 03:26 PM,finance_1913576.pdf,BOQ Comparative Chart,SS Katiyar,Internal,"Lalji Tiwari, Shair Ahmad",Surendra Katuyar,09-Jul-2025 03:06 PM,09-Jul-2025 03:10 PM,techsummary_1913576.pdf (1157.25 KB),Technical,TS,Surendra Katuyar,09-Jul-2025 03:05 PM,technical_1913576.pdf,S.S. Katiyar,Internal,"Lalji Tiwari, Shair Ahmad",Surendra Katuyar,09-Jul-2025 03:42 PM,finsummary_1913576.pdf (206.83 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,nit,"21,000",Yes,fixed,,EE UPSCIDCO,Prayagraj,27-Jun-2025 04:30 PM,03-Jul-2025 03:00 PM,27-Jun-2025 04:30 PM,03-Jul-2025 02:00 PM,NA ,NA ,27-Jun-2025 04:30 PM,03-Jul-2025 02:00 PM,09-Jul-2025 03:10 PM,1,DD - Demand Draft,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Koraon PRayagraj,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Koraon PRayagraj,Please refer Tender documents. ,NA ,"10,40,000",Civil Works,NA ,Tender,90.0,90.0,Prayagraj,211004.0,NA ,NA ,NA ,EE UPSCIDCO Prayagraj,No ,No,EE UPSCIDCO Prayagraj,236/174/4 Triveni Gas Godown Road new mehdauri Teliyarganj Prayagraj,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,06/EE/PYG/Crictical Gap/E-Tender/25-26,2025_SCIDC_1039531_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",EE UPSCIDCO,Prayagraj,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
