S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"92,800",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,2025_YEIDA_1028281_23,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,055",Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Development work in village -faleda bangar (including construction of drain), YEIDA WC6","Development work in village -faleda bangar (including construction of drain), YEIDA WC-06",Please refer Tender documents. ,NA ,"46,27,487",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,21-Apr-2025 06:55 PM,02-May-2025 11:00 AM,21-Apr-2025 06:55 PM,30-Apr-2025 05:00 PM,NA ,NA ,21-Apr-2025 06:55 PM,30-Apr-2025 05:00 PM,03-Jul-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC,1.0,5158249.0,MANYA CONSTRUCTION AND SUPPLIERS,INR,"3,007,913.34",Committee,Internal,Committee,BHARAM PAL SINGH,11-Jul-2025 10:50 AM,finsummary_1864290.pdf (155.57 KB),Finance,UNDER EVALUATION,NITENDRA KUMAR ADARSH,10-Jul-2025 04:56 PM,,BOQ Comparative Chart,1,5157529,JAI SHRI KRISHNA CONTRACTOR AND SUPPLIER,30-Apr-2025 12:58 PM,Rejected-Finance,L2,11-Jul-2025 10:50 AM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1028281_23,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,"Development work in village -faleda bangar (including construction of drain), YEIDA WC6",Committee,Internal,Committee,BHARAM PAL SINGH,02-Jul-2025 03:51 PM,03-Jul-2025 11:00 AM,techsummary_1864290.pdf (512.93 KB),11-Jul-2025,"INR 3,007,913.34",90.0,BHARAM PAL SINGH,07-Aug-2025 06:34 PM,AOC1044_23.pdf (677.00 KB),AOC,Technical,EVALUATION,NITENDRA KUMAR ADARSH,26-May-2025 12:28 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC,,,,,,,,,,,,,,,,,,2,5150739,JDA International,28-Apr-2025 02:12 PM,Rejected-Technical,DISQUALIFIED,02-Jul-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC,,,,,,,,,,,,,,,,,,3,5158249,MANYA CONSTRUCTION AND SUPPLIERS,30-Apr-2025 03:26 PM,Accepted-AOC,L1,07-Aug-2025 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,AOC,,,,,,,,,,,,,,,,,,4,5158056,PARAS CONSTRUCTION,30-Apr-2025 02:48 PM,Rejected-Finance,L3,11-Jul-2025 10:50 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,AOC,,,,,,,,,,,,,,,,,,5,5158278,S.K.ASSOCIATES M.S.,30-Apr-2025 04:15 PM,Rejected-Technical,DISQUALIFIED,02-Jul-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
