Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
UP STATE WAREHOUSING CORPORATION,2025082456.0,2025_UPSWC_1064304_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,"1,180",U.P. State warehousing corporation,Lucknow,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,"44,600",No,fixed,,U.P. State warehousing corporation,Lucknow,Repair of UPSWC Godowns at Deoria (Raghwapur),Repair of UPSWC Godowns at Deoria (Raghwapur),Only registered contractor with UPSWC can apply ,NA ,"22,28,033",Civil Works,Maintenance /Construction Work ,Tender,90.0,90.0,Deoria (Raghwapur),274001.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,AOC,Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 12:16 PM,finance_1939545.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:12 PM,29-Aug-2025 02:00 PM,techsummary_1939545.pdf (468.66 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 12:29 PM,technical_1939545.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 12:52 PM,finsummary_1939545.pdf (467.39 KB),17-Sep-2025,"INR 1,893,827.79",90.0,Satakshi Nandan,29-Oct-2025 02:24 PM,raghuwa.pdf (642.00 KB),Work Award,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064304_1,2025082456.0,Repair of UPSWC Godowns at Deoria (Raghwapur),1.0,5462608.0,MAA DURGA CONSTRUCTION,INR,"1,893,827.79",1,5471128,09AEEFS5290J1ZJ,23-Aug-2025 09:20 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5466196,Ankur Constructions,22-Aug-2025 05:48 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5468438,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 12:01 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5462754,JAFARGANJ CONSTRUCTION,19-Aug-2025 10:44 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5462608,MAA DURGA CONSTRUCTION,19-Aug-2025 10:12 PM,Accepted-AOC,Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5475773,MANOHAR LAL AND COMPANY,23-Aug-2025 07:51 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5475026,M/S A.N CONSTRUCTIONS,22-Aug-2025 10:38 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5474518,M/S KRISHNA TRADERS,22-Aug-2025 07:52 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5435181,M/S MAS CONSTRUCTION,15-Aug-2025 10:22 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5434138,M/s satyavir singh contractor,15-Aug-2025 06:08 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:24 PM,AOC
