Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,071/EE/JNP-MP/25-26 DT-07-07-2025,2025_SCIDC_1055155_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Ex enginner UPSCIDC LTD JAUNPUR,VAN VIHAR ROAD BHUPATPATTI JAUNPUR,1,DD - Demand Draft,"1,652",Ex engineer upscidc ltd,JAUNPUR,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,08-Jul-2025 09:00 AM,17-Jul-2025 01:00 PM,08-Jul-2025 09:00 AM,17-Jul-2025 11:00 AM,NA ,NA ,08-Jul-2025 09:00 AM,17-Jul-2025 11:00 AM,12-Aug-2025 05:40 PM,"26,000",No,fixed,,Ex engineer upscidc ltd,JAUNPUR,UNDER MP SADAR KHUTHAN MAIN ROAD BADLAPUR MAIN ROAD PL AMPIRE BUILDING KE SAMNE GOVT HOSPITAL TAK 180 MTR CC ROAD,UNDER MP SADAR KHUTHAN MAIN ROAD BADLAPUR MAIN ROAD PL AMPIRE BUILDING KE SAMNE GOVT HOSPITAL TAK 180 MTR CC ROAD,Please refer Tender documents. ,NA ,"12,99,505",Civil Works,C.C ROAD ,Tender,90.0,90.0,KHUTHAN,222001.0,NA ,NA ,NA ,Ex enginner office UPSCIDC LTD JAUNPUR,No ,No,AOC,Technical,TWO BID FOUND FOR THE TENDER,Yogendra Nath Kushwaha,12-Aug-2025 05:25 PM,technical_1919771.pdf,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT SRI MALIK MOHD ASHAD JE,Yogendra Nath Kushwaha,21-Aug-2025 01:40 PM,finsummary_1919771.pdf (574.77 KB),Finance,SHYAM JI ENTERPRISES FOUND L1 AS PER BOQ CHART,Yogendra Nath Kushwaha,21-Aug-2025 01:38 PM,finance_1919771.pdf,BOQ Comparative Chart,SRI YN KUSHWAHA,Internal,VAIBVHAV TRIPATHI ACCT MALIK MOHD JE,Yogendra Nath Kushwaha,12-Aug-2025 05:30 PM,12-Aug-2025 05:40 PM,techsummary_1919771.pdf (396.05 KB),21-Aug-2025,"INR 1,298,205.5",90.0,Yogendra Nath Kushwaha,21-Aug-2025 01:49 PM,AOC.pdf (699.00 KB),SHYAM JI ENTERPRISES FOUND L1 AS PER BOQ,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,2025_SCIDC_1055155_1,071/EE/JNP-MP/25-26 DT-07-07-2025,UNDER MP SADAR KHUTHAN MAIN ROAD BADLAPUR MAIN ROAD PL AMPIRE BUILDING KE SAMNE GOVT HOSPITAL TAK 180 MTR CC ROAD,1.0,5327672.0,M/S SHYAM JI ENTERPRISES,INR,"1,298,205",1.0,5329211.0,ARYAN ENTERPRISES,16-Jul-2025 09:33 AM,Rejected-Finance,L2,21-Aug-2025 01:40 PM,AOC
,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5327672.0,M/S SHYAM JI ENTERPRISES,14-Jul-2025 05:05 PM,Accepted-AOC,L1,21-Aug-2025 01:49 PM,AOC
,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
