S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage
1.0,5387453.0,bsa construction,INR,"33,343,699",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1055802_1,"1750/PAN/ET/25-26, DT. 08-07-2025",CONSTRUCTION OF NON RESIDENTIAL BUILDING AND 28 PERSON RESERVE BARRACK AT THANA JUGAIL DISTT - SONBHADRA U.P.,1,5387453,bsa construction,29-Jul-2025 12:16 PM,Accepted-AOC,L1,12-Aug-2025 06:58 PM,12-Aug-2025,"INR 33,343,699",540.0,Sanjeev Saxena,12-Aug-2025 06:58 PM,JUGAILLOA.pdf (82.00 KB),L1,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Manoj Kumar Joshi,07-Aug-2025 11:57 AM,finsummary_1920970.pdf (82.01 KB),Technical,all bidder admitted,Manoj Kumar Joshi,31-Jul-2025 06:13 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,31-Jul-2025 06:32 PM,01-Aug-2025 11:00 AM,techsummary_1920970.pdf (564.28 KB),Finance,ALL BIDDER ADMITTED,Manoj Kumar Joshi,07-Aug-2025 11:55 AM,,BOQ Comparative Chart,AOC,CONSTRUCTION OF NON RESIDENTIAL BUILDING AND 28 PERSON RESERVE BARRACK AT THANA JUGAIL DISTT - SONBHADRA U.P.,CONSTRUCTION OF NON RESIDENTIAL BUILDING AND 28 PERSON RESERVE BARRACK AT THANA JUGAIL DISTT - SONBHADRA U.P.,Please refer Tender documents. ,NA ,"3,50,99,000",Civil Works,NA ,Tender,90.0,540.0,THANA JUGAIL DISTT - SONBHADRA U.P.,231205.0,NA ,NA ,NA ,U.P. Police Awas Nigam Ltd. Lucknow,No ,No,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"1750/PAN/ET/25-26, DT. 08-07-2025",2025_UPPAN_1055802_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,SANJEEV SAXENA,U.P. Police Awas Nigam Ltd. Lucknow,1.0,Date extension,Date,,"7,00,000",No,fixed,,Nil,Nil,09-Jul-2025 06:00 PM,30-Jul-2025 11:30 AM,09-Jul-2025 06:00 PM,29-Jul-2025 05:00 PM,NA ,NA ,09-Jul-2025 06:00 PM,29-Jul-2025 05:00 PM,01-Aug-2025 11:00 AM,1.0,SBI Bank,AOC
,,,,,,,,,2,5362191,M/S HARSH CONSTRUCTION,28-Jul-2025 01:09 PM,Rejected-Finance,L2,07-Aug-2025 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
