Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
Committee,Internal,Committee,VIKAS KUMAR,09-Sep-2025 11:29 AM,09-Sep-2025 12:00 PM,techsummary_1937090.pdf (936.33 KB),23-Sep-2025,"INR 126,364,290.93",365.0,VIKAS KUMAR,30-Oct-2025 04:51 PM,aoc397_18.pdf (181.00 KB),L1,Technical,EVALUATION,VIKAS KUMAR,09-Sep-2025 10:58 AM,,Finance,UNDER EVALUATION,VIKAS KUMAR,23-Sep-2025 04:24 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,23-Sep-2025 04:32 PM,finsummary_1937090.pdf (1798.87 KB),1.0,5458841.0,DYNASTY PROMOTERS PRIVATE LIMITED,INR,"126,364,290.93",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1062773_18,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,Internal Development for plot no- 12A to 12L and 16A to 18 in sector-24 .yea WC-04,1,5458841,DYNASTY PROMOTERS PRIVATE LIMITED,19-Aug-2025 03:50 PM,Accepted-AOC,L1,30-Oct-2025 04:51 PM,AOC,"24,04,500",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/397 DT-01/08/2025,2025_YEIDA_1062773_18,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,06-Aug-2025 06:55 PM,21-Aug-2025 11:00 AM,06-Aug-2025 06:55 PM,19-Aug-2025 05:00 PM,NA ,NA ,06-Aug-2025 06:55 PM,19-Aug-2025 05:00 PM,09-Sep-2025 12:00 PM,"6,770",Nil,Nil,No,Internal Development for plot no- 12A to 12L and 16A to 18 in sector-24 .yea WC-04,Internal Development for plot no- 12A to 12L and 16A to 18 in sector-24 .yea WC-04,Please refer Tender documents. ,NA ,"14,04,04,767",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA OFFICE 2ND FLOOR E- TENDER CELL,No ,No,1.0,SBI Bank,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5451070,H.P. BUILDERS PRIVATE LIMITED,19-Aug-2025 02:15 PM,Rejected-Technical,DISQUALIFIED,09-Sep-2025 11:29 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5450814,M/S D.K. Jain Contractors,19-Aug-2025 01:40 PM,Rejected-Finance,L2,23-Sep-2025 04:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5457156,M/S GUPTA ASSOCIATES,19-Aug-2025 02:12 PM,Rejected-Finance,L5,23-Sep-2025 04:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5458730,M/S KAPIL ENTERPRISES,19-Aug-2025 01:09 PM,Rejected-Finance,L6,23-Sep-2025 04:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5457856,M/S SKV INFRATECH PRIVATE LIMITED,19-Aug-2025 01:39 PM,Rejected-Finance,L3,23-Sep-2025 04:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5457162,M/s Sunil Kumar Jain,19-Aug-2025 12:05 PM,Rejected-Finance,L4,23-Sep-2025 04:32 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
