EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"85,000",No,fixed,,Nil,Nil,22-Sep-2025 11:00 AM,01-Oct-2025 12:30 PM,22-Sep-2025 11:00 AM,01-Oct-2025 11:00 AM,NA ,NA ,22-Sep-2025 11:00 AM,01-Oct-2025 11:00 AM,09-Oct-2025 09:00 AM,SILT CLEARANCE OF BADHEV DY. FROM KM 0.00 TO KM 17.302,SILT CLEARANCE OF BADHEV DY. FROM KM 0.00 TO KM 17.302,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,NA ,Shamli,247776.0,NA ,NA ,NA ,EE Lower Division Yamuna Canal Office Shamli,No ,No,944.0,Nil,Nil,No,EE Lower Division Yamuna Canal Shamli,EE Lower Division Yamuna Canal Office Shamli,1.0,Fee/PreQual/Technical,.pdf,Technical Docoments,1.0,SBI Bank,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),04/EE/2025-26,2025_UPIDC_1076067_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,test,vivek varshney,08-Oct-2025 07:58 PM,,PARVEEN JOSIYA,Internal,VIVEK VARSHNEY,vivek varshney,15-Oct-2025 12:58 PM,finsummary_1965395.pdf (668.35 KB),Finance,TECH,vivek varshney,15-Oct-2025 11:26 AM,,BOQ Comparative Chart,vivek varshney,Internal,subhas chandra,vivek varshney,08-Oct-2025 08:23 PM,09-Oct-2025 09:00 AM,techsummary_1965395.pdf (428.91 KB),15-Oct-2025,"INR 629,236.225",20.0,vivek varshney,15-Oct-2025 01:45 PM,B1.pdf (668.00 KB),AOC,1,5574653,M/S N.P. CONSTRUCTION CO.,30-Sep-2025 02:09 PM,Rejected-AOC,AOC,15-Oct-2025 01:45 PM,1.0,5575009.0,SUDESH KUMAR CONTRACTOR,INR,"629,236.225",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),2025_UPIDC_1076067_6,04/EE/2025-26,SILT CLEARANCE OF BADHEV DY. FROM KM 0.00 TO KM 17.302,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5569375,M/S SURENDRA KUMAR KAUSHIK,01-Oct-2025 08:04 AM,Rejected-AOC,AOC,15-Oct-2025 01:45 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5575009,SUDESH KUMAR CONTRACTOR,30-Sep-2025 08:54 PM,Accepted-AOC,AOC,15-Oct-2025 01:45 PM,,,,,,,,,,AOC
