EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,30,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,SE,SE OFFICE IRRIGATION WORKSHOP CIRCLE 1 67A CANTT KANPUR NAGAR,"2,360",Nil,Nil,No,FABRICATION AND ERECTION OF M.S. CHEQUERED PLATE OF SUPER STRUCTURE AT NARORA BARRAGE DISTRICT BULANDSHAHAR,FABRICATION AND ERECTION OF M.S. CHEQUERED PLATE OF SUPER STRUCTURE AT NARORA BARRAGE DISTRICT BULANDSHAHAR,Please refer Tender documents. ,NA ,"64,99,000",Miscellaneous Works,NA ,Tender,180.0,NA ,NARORA BARRAGE BULANDSHAHAR,203389.0,NA ,NA ,NA ,KANPUR NAGAR,No ,No,22-Jul-2025 02:00 PM,05-Aug-2025 01:00 PM,22-Jul-2025 02:00 PM,05-Aug-2025 12:00 PM,NA ,NA ,22-Jul-2025 02:00 PM,05-Aug-2025 12:00 PM,01-Sep-2025 01:30 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,"13/SE/IWC1K/2025-2026, Lot-01",2025_UPIDM_1058884_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Finance,All Bidder Successfully Admitted,Vijay Kumar,02-Sep-2025 11:19 AM,,BOQ Comparative Chart,SE,Internal,,Vijay Kumar,01-Sep-2025 01:10 PM,01-Sep-2025 01:30 PM,techsummary_1928178.pdf (468.37 KB),Technical,All Bidder successfully Admitted,Vijay Kumar,07-Aug-2025 04:18 PM,,SE,Internal,,Vijay Kumar,02-Sep-2025 12:37 PM,finsummary_1928178.pdf (468.37 KB),08-Sep-2025,"INR 6,234,328",180.0,Vijay Kumar,04-Oct-2025 01:52 PM,13lot01aoc.pdf (514.00 KB),AOC,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2025_UPIDM_1058884_1,"13/SE/IWC1K/2025-2026, Lot-01",FABRICATION AND ERECTION OF M.S. CHEQUERED PLATE OF SUPER STRUCTURE AT NARORA BARRAGE DISTRICT BULANDSHAHAR,1.0,5402329.0,M/S SHAKTI ENTERPRISES,INR,"6,234,328",1,5402329,M/S SHAKTI ENTERPRISES,05-Aug-2025 12:01 AM,Accepted-AOC,Contract has been awarded .,04-Oct-2025 01:52 PM,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5402866,M/S S K BUILDERS,05-Aug-2025 11:40 AM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,01-Sep-2025 01:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5380366,pawan kumar,27-Jul-2025 12:39 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,01-Sep-2025 01:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5402096,SHIV RAM ENTERPRISES,04-Aug-2025 09:51 PM,Rejected-Finance,3rd lowest,02-Sep-2025 12:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5401333,SHOBHA ENTERPRISES,04-Aug-2025 05:01 PM,Rejected-Finance,2nd lowest,02-Sep-2025 12:37 PM,AOC
