Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,194",Nil,Nil,No,1.0,SBI Bank,Silt Clearance of Meetli Dy. From Km 0.000 to Km. 19.300 For Year 2025-26,Silt Clearance of Meetli Dy. From Km 0.000 to Km. 19.300 For Year 2025-26,Please refer Tender documents. ,N/A ,"8,14,000",Civil Works - Canal,N/A ,Tender,90.0,60.0,BARAUT,250611.0,NA ,NA ,NA ,"OFFICE OF THE EX.EN, IRRIGATION DEPARTMENT BARAUT",No ,No,"16,300",Yes,fixed,,Nil,Nil,04-Oct-2025 10:00 AM,09-Oct-2025 01:00 PM,04-Oct-2025 10:00 AM,09-Oct-2025 11:00 AM,NA ,NA ,04-Oct-2025 10:00 AM,09-Oct-2025 11:00 AM,13-Oct-2025 10:30 AM,"Executive Engineer, Irrigation Division, Baraut Ba","OFFICE OF THE EX.EN, IRRIGATION DEPARTMENT BARAUT","U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad||EE Irrigation Division, Baraut, Baghpat",01/E.E./2025-26,2025_UPIDC_1077126_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC,"EX.EN. BARAUT, EX.EN. GHAZIABAD, EX.EN. MUZAFFARANAGAR",Internal,"EX.EN. BARAUT, EX.EN. GHAZIABAD, EX.EN. MUZAFFARANAGAR",RAJNEESH KUMAR,18-Oct-2025 03:02 PM,finsummary_1975185.pdf (747.74 KB),Finance,Bid opening summary,RAJNEESH KUMAR,18-Oct-2025 12:34 PM,,BOQ Comparative Chart,1.0,5593831.0,M/S THE PYRAMID,INR,"706,926.3","U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad||EE Irrigation Division, Baraut, Baghpat",2025_UPIDC_1077126_38,01/E.E./2025-26,Silt Clearance of Meetli Dy. From Km 0.000 to Km. 19.300 For Year 2025-26,1,5593831,M/S THE PYRAMID,09-Oct-2025 10:25 AM,Accepted-AOC,START,18-Oct-2025 03:03 PM,18-Oct-2025,"INR 706,926.3",60.0,RAJNEESH KUMAR,18-Oct-2025 03:03 PM,MEETLI.pdf (748.00 KB),WORK,Technical,Bid opening summar,RAJNEESH KUMAR,09-Oct-2025 09:17 PM,technical_1975185.pdf,"EX.EN. IRRIGATON BARAUT, EX.EN. IRRIGATION, MZN, EX.EN. ITD, GHAZIABAD",Internal,"EX.EN. IRRIGATON BARAUT, EX.EN. IRRIGATION, MZN, EX.EN. ITD, GHAZIABAD",RAJNEESH KUMAR,09-Oct-2025 09:41 PM,13-Oct-2025 10:30 AM,techsummary_1975185.pdf (844.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,2,5594376,RAJ KUMAR,08-Oct-2025 10:30 PM,Rejected-Finance,REJECT,18-Oct-2025 03:02 PM,,,,,,,,,,,,,,,,,,,,AOC
