S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5357329.0,M/S RAJESH KUMAR,INR,"4,368,853.551",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2025_REDUP_1055610_1,249/SE RED MZP/ 25.06.2025,GRAM BIJAULI ME HARIJAN BASTI SE PALI VISHWAKARMA BASTI TAK SAMPARK MARGE KA NIRMAN V.K. ROBERTSGANJ,1,5357373,M/s Om Namo Narayan Construction,19-Jul-2025 03:06 PM,Rejected-Finance,L2,25-Aug-2025 03:10 PM,25-Aug-2025,"INR 4,368,853.551",150.0,Jayprakash Dhawan,25-Aug-2025 03:12 PM,BIJAU.pdf (224.00 KB),L1,SE,Internal,"EE RED SBR, EE RED MZP DAO",Jayprakash Dhawan,25-Aug-2025 03:10 PM,finsummary_1920572.pdf (195.74 KB),Technical,attached,Jayprakash Dhawan,31-Jul-2025 02:10 PM,technical_1920572.pdf,SE,Internal,"ee sbr, ee red mzp, dao",Jayprakash Dhawan,31-Jul-2025 02:15 PM,04-Aug-2025 12:00 PM,techsummary_1920572.pdf (189.58 KB),Finance,attached,Jayprakash Dhawan,25-Aug-2025 03:07 PM,finance_1920572.pdf,BOQ Comparative Chart,AOC,"89,000",No,fixed,,Nil,Nil,1.0,SBI Bank,GRAM BIJAULI ME HARIJAN BASTI SE PALI VISHWAKARMA BASTI TAK SAMPARK MARGE KA NIRMAN V.K. ROBERTSGANJ,GRAM BIJAULI ME HARIJAN BASTI SE PALI VISHWAKARMA BASTI TAK SAMPARK MARGE KA NIRMAN V.K. ROBERTSGANJ,AS PER NIT AND T2 ,NA ,,Civil Works,NA ,Tender,150.0,150.0,ROBERTSGANJ,231216.0,NA ,NA ,NA ,SE RED MZP,No ,No,1,Fee/PreQual/Technical,.pdf,TECH DOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,249/SE RED MZP/ 25.06.2025,2025_REDUP_1055610_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SE RED MZP,JHANVI HOTEL PUTLIGHAR MIRZAPUR,09-Jul-2025 04:00 PM,22-Jul-2025 12:30 PM,09-Jul-2025 04:00 PM,21-Jul-2025 12:00 PM,NA ,NA ,09-Jul-2025 04:00 PM,21-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,"3,164",Nil,Nil,No,AOC
,,,,,,,,,2,5357329,M/S RAJESH KUMAR,19-Jul-2025 02:39 PM,Accepted-AOC,L1,25-Aug-2025 03:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FC DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
