Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"5,000",Nil,Nil,No,SE RED LUCKNOW Circle,"SE RED LUCKNOW Circle Near Vikas Bhawan, Sarvoday Nagar, Lucknow","Under District Lucknow, Construction of road from Shri Brijesh Nigam house in Mohalla Hasanganj Baoli to Awasthi house via Shankar Bhagwan Mandir Shivala, Lot No 4","Under District Lucknow, Construction of road from Shri Brijesh Nigam house in Mohalla Hasanganj Baoli to Awasthi house via Shankar Bhagwan Mandir Shivala, Lot No 4",Please refer Tender documents. ,NA ,"37,28,000",Civil Works,NA ,Tender,90.0,90.0,Lucknow,226016.0,SE RED LUCKNOW Circle  ,"SE RED LUCKNOW Circle Near Vikas Bhawan, Sarvoday Nagar, Lucknow ",02-Jul-2025 11:00 AM ,SE RED LUCKNOW Circle,No ,No,24-Jun-2025 06:00 PM,08-Jul-2025 12:30 PM,24-Jun-2025 06:00 PM,08-Jul-2025 12:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,08-Jul-2025 12:00 PM,30-Jul-2025 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,1.0,SBI Bank,"74,560",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,837/SE RED Lucknow/Lucknow/25-26 Dt 13/06/2025,2025_REDUP_1051710_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Summary,Gyanendra Kumar,25-Aug-2025 06:06 PM,,BOQ Comparative Chart,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er Gyanendra Kumar SE RED Lucknow Circle, Er A K Arora EE RED Lucknow, Er Hemant Saxena EE RED Lakhimpur Kheri, Mr Amit Sinha DAO RED Lucknow",Gyanendra Kumar,25-Jul-2025 09:31 AM,30-Jul-2025 12:00 PM,techsummary_1911751.pdf (1581.86 KB),Technical,Summary,Gyanendra Kumar,08-Jul-2025 03:24 PM,,Er Gyanendra Kumar SE RED Lucknow,Internal,Er Gyanendra Kumar SE RED Lucknow,Gyanendra Kumar,25-Aug-2025 06:16 PM,finsummary_1911751.pdf (719.44 KB),25-Aug-2025,"INR 4,077,227",90.0,Gyanendra Kumar,25-Aug-2025 06:22 PM,837_4.pdf (719.00 KB),1.0,5293946.0,M/S R P APPLIANCES,INR,"4,077,227",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE,2025_REDUP_1051710_4,837/SE RED Lucknow/Lucknow/25-26 Dt 13/06/2025,"Under District Lucknow, Construction of road from Shri Brijesh Nigam house in Mohalla Hasanganj Baoli to Awasthi house via Shankar Bhagwan Mandir Shivala, Lot No 4",1,5293946,M/S R P APPLIANCES,08-Jul-2025 10:51 AM,Accepted-AOC,AOC,25-Aug-2025 06:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5294269,TRIMURTI CONSTRUCTION,08-Jul-2025 08:32 AM,Rejected-Finance,Rejected,25-Aug-2025 06:16 PM,AOC
