Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Stage
07-Aug-2025,"INR 1,475,946.57",720.0,BHARAM PAL SINGH,07-Aug-2025 12:37 PM,1034_3.pdf (1047.00 KB),AOC,1.0,5132355.0,SHIVAM NURSERY,INR,"1,475,946.57",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1024013_3,YEA/GM(PROJECT)/2025/1034 DT-28/03/2025,Hiring and maintenance of plants and vertical garden for display in authority office of yeida for two years.YEA. WC-H,1.0,5140289.0,DEEP CONSTRUCTION COMPANY,23-Apr-2026 12:35 PM,Rejected-Technical,DISQUALIFIED,09-Jun-2025 12:17 PM,Finance,EVALUATION,BHARAM PAL SINGH,07-Aug-2025 12:31 PM,,BOQ Comparative Chart,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,09-Jun-2025 12:17 PM,09-Jun-2025 03:00 PM,techsummary_1851079.pdf (483.38 KB),Technical,UNDER EVALUATION,NITENDRA KUMAR ADARSH,09-Jun-2025 12:11 PM,,Committee,Internal,Committee,BHARAM PAL SINGH,07-Aug-2025 12:35 PM,finsummary_1851079.pdf (1046.69 KB),AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1034 DT-28/03/2025,2025_YEIDA_1024013_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,DATE,Date,,840.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,Hiring and maintenance of plants and vertical garden for display in authority office of yeida for two years.YEA. WC-H,Hiring and maintenance of plants and vertical garden for display in authority office of yeida for two years.YEA. WC-H,Please refer Tender documents. ,NA ,"14,83,363",Repair and Maintenance Works,NA ,Tender,90.0,720.0,AMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,03-Apr-2025 06:55 PM,25-Apr-2025 11:00 AM,03-Apr-2025 06:55 PM,23-Apr-2025 05:00 PM,NA ,NA ,03-Apr-2025 06:55 PM,23-Apr-2025 05:00 PM,09-Jun-2025 03:00 PM,GM(P),AMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"29,700",No,fixed,,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2.0,5122718.0,M/S GREEN GARDEN NURSERY,15-Apr-2025 04:40 PM,Rejected-Finance,L3,07-Aug-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5129293.0,M/S SHIV NURSERY,17-Apr-2025 01:59 PM,Rejected-Finance,L2,07-Aug-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,5132355.0,SHIVAM NURSERY,23-Apr-2025 11:30 AM,Accepted-AOC,L1,07-Aug-2025 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
