S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DATE CORRIGENDUM,Date,,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur,01/SE/2024-25,2025_UPIDM_992968_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL,BAKHIRA II PUMP NAHAR KE PURNODDHAR EWAM AADHUNIKIKARAN KI PARIYOJANA KE ANTARGAT NAI BRICK LINNIG (KM 1.100 TO 1.450 KM TK) KA KARY,BAKHIRA II PUMP NAHAR KE PURNODDHAR EWAM AADHUNIKIKARAN KI PARIYOJANA KE ANTARGAT NAI BRICK LINNIG (KM 1.100 TO 1.450 KM TK) KA KARY,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,OFFICE SE TWD GORAKHPUR,No ,No,"90,000",No,fixed,,ADHISASHI ABHIYANTA NALKOOP KHAND PRATHAM,GORAKHPUR,13-Jan-2025 03:30 PM,28-Jan-2025 03:00 PM,13-Jan-2025 03:30 PM,27-Jan-2025 02:00 PM,NA ,NA ,13-Jan-2025 03:30 PM,27-Jan-2025 02:00 PM,28-Jan-2025 05:30 PM,854.0,ADHISASHI ABHIYANTA NALKOOP KHAND PRATHAM,GORAKHPUR,No,1.0,DD - Demand Draft,SE GORAKHPUR,OFFICE SE TUBEWELL CIRCLE GORAKHPUR,AOC,1,4886211,APS CONSTRUCTION,27-Jan-2025 01:13 PM,Rejected-Technical,TECHNICAL REJECT,28-Jan-2025 05:28 PM,15-Feb-2025,"INR 3,364,040",90.0,Hardev Prasad,10-Oct-2025 03:40 PM,AOC2.pdf (634.00 KB),L1,SE NALKOOP MANDAL GORAKHPUR,Internal,,Hardev Prasad,28-Jan-2025 05:28 PM,28-Jan-2025 05:30 PM,techsummary_1756514.pdf (417.85 KB),Finance,FINANCIAL EVALUATION,Hardev Prasad,30-Jan-2025 12:30 PM,finance_1756514.pdf,BOQ Comparative Chart,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell East)||Superintending Engineer (Tubewell) Gorakhpur,2025_UPIDM_992968_1,01/SE/2024-25,BAKHIRA II PUMP NAHAR KE PURNODDHAR EWAM AADHUNIKIKARAN KI PARIYOJANA KE ANTARGAT NAI BRICK LINNIG (KM 1.100 TO 1.450 KM TK) KA KARY,Technical,TECHNICAL EVALUATION,Hardev Prasad,28-Jan-2025 05:24 PM,technical_1756514.pdf,SE NALKOOP MANDAL GORAKHPUR,Internal,,Hardev Prasad,30-Jan-2025 12:37 PM,finsummary_1756514.pdf (1162.78 KB),1.0,4882003.0,santosh kumar pal,INR,"3,364,040",AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC,2,4879990,M/S M.K. ENTERPRISES,27-Jan-2025 11:33 AM,Rejected-Finance,L3,30-Jan-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,4885831,M/S VIRAT TRADERS,27-Jan-2025 01:45 PM,Not Admitted-Fee/PreQual/Technical,Others-TENDER FEE AND EMD NOT SUMBITTED,28-Jan-2025 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,4886049,NAGENDRA PRATAP SINGH,27-Jan-2025 12:35 PM,Rejected-Finance,L2,30-Jan-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,4882003,santosh kumar pal,25-Jan-2025 05:59 PM,Accepted-AOC,L1,10-Oct-2025 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
