Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage
26-Oct-2025,"INR 9,873,282.3",180.0,ramesh chandra,26-Oct-2025 07:40 PM,AOC.pdf (378.00 KB),AOC,1.0,5511932.0,Rakendra kumar mishra,INR,"9,873,282.3","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",2025_UPIDC_1068472_3,03/SE-1/2025-26,LOT3,1,5512877,M/S RAKSHIT ASSOCIATES,02-Sep-2025 01:52 PM,Rejected-Finance,L2,26-Oct-2025 07:35 PM,Technical,04 Admitted 01 Not Admitted,ramesh chandra,10-Sep-2025 04:00 PM,technical_1949154.pdf,Mr. Ramesh Chandra,Internal,Mr. Bhartendu Gaur,ramesh chandra,26-Oct-2025 07:35 PM,finsummary_1949154.pdf (636.98 KB),Finance,L1 Details Upload,ramesh chandra,26-Oct-2025 07:30 PM,finance_1949154.pdf,BOQ Comparative Chart,Mr Ramesh Chandra,Internal,Mr. Bhartendu Gaur,ramesh chandra,10-Sep-2025 04:06 PM,13-Sep-2025 04:30 PM,techsummary_1949154.pdf (636.98 KB),AOC,"2,58,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut",03/SE-1/2025-26,2025_UPIDC_1068472_3,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,LOT3,As per the NIT,Please refer Tender documents. ,NA ,"1,29,00,000",Civil Works,NA ,Tender,90.0,180.0,Meerut,250001.0,Office of SE 1st IWC Meerut ,Office of SE 1st IWC Meerut ,29-Aug-2025 01:00 PM ,Office of SE 1st IWC Meerut,No ,No,26-Aug-2025 10:00 AM,02-Sep-2025 04:00 PM,26-Aug-2025 10:00 AM,02-Sep-2025 03:00 PM,NA ,NA ,26-Aug-2025 10:00 AM,02-Sep-2025 03:00 PM,13-Sep-2025 04:30 PM,"2,354",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,SBI Bank,SE 1st IWC Meerut,Office of SE 1st IWC Meerut,AOC
,,,,,,,,,,,,,,,,2,5513724,M/S VASUDEV CONSTRUCTION,02-Sep-2025 01:46 PM,Rejected-Finance,L3,26-Oct-2025 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,3,5512869,PRAGATI ASSOCIATES,02-Sep-2025 11:01 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Sep-2025 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5511932,Rakendra kumar mishra,01-Sep-2025 12:17 PM,Accepted-AOC,L1,26-Oct-2025 07:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5512225,VIJAY ASSOCIATES,01-Sep-2025 02:28 PM,Rejected-Finance,L4,26-Oct-2025 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
