Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
31-Jul-2025,"INR 434,195.13",90.0,Arvind Kumar,01-Aug-2025 01:19 PM,AOC.pdf (448.00 KB),1,5263455,M/S PALAK CHAUDHAN CONSTRUCTION AND SUPPLIERS,21-Jun-2025 05:01 PM,Accepted-AOC,Accepted,01-Aug-2025 01:19 PM,1.0,5263455.0,M/S PALAK CHAUDHAN CONSTRUCTION AND SUPPLIERS,INR,"434,195.13",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,2025_REDUP_1049905_1,189/RED/2024-25Dt. 29.05.2025,Vikas Bhawan ke Pichle Hisse ke Ground Floor par mahila avm purush shauchalaya ka marammat karya,Finance,Summary,Shailendra Chaudhary,21-Jul-2025 09:51 AM,,BOQ Comparative Chart,Executive Engineer,Internal,,Shailendra Chaudhary,07-Jul-2025 12:32 PM,15-Jul-2025 01:00 PM,techsummary_1908097.pdf (2274.33 KB),Technical,Admitted,Shailendra Chaudhary,07-Jul-2025 12:27 PM,technical_1908097.pdf,Executive Engineer,Internal,,Arvind Kumar,31-Jul-2025 12:20 PM,finsummary_1908097.pdf (2273.56 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,189/RED/2024-25Dt. 29.05.2025,2025_REDUP_1049905_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"21,000",No,fixed,,Nil,Nil,Vikas Bhawan ke Pichle Hisse ke Ground Floor par mahila avm purush shauchalaya ka marammat karya,Vikas Bhawan ke Pichle Hisse ke Ground Floor par mahila avm purush shauchalaya ka marammat karya,as per sbd ,NA ,"4,24,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED SKN,No ,No,944.0,Nil,Nil,No,18-Jun-2025 06:45 PM,24-Jun-2025 02:00 PM,18-Jun-2025 06:45 PM,24-Jun-2025 12:00 PM,18-Jun-2025 06:45 PM ,24-Jun-2025 12:00 PM ,18-Jun-2025 06:45 PM,24-Jun-2025 12:00 PM,15-Jul-2025 01:00 PM,O/O EERED SKN,O/O EERED SKN,1,Fee/PreQual/Technical,.pdf,technical,AOC
,,,,,,2,5267895,R K CONSTRUCTION AND SUPPLIERS (PRO-RAJ KISHOR),23-Jun-2025 01:39 PM,Rejected-Finance,Reject,31-Jul-2025 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,AOC
