Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,51/AGR/MLACANTT/25-26,2025_SCIDC_1056614_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,11-Jul-2025 06:00 PM,18-Jul-2025 01:00 PM,11-Jul-2025 06:00 PM,18-Jul-2025 12:00 PM,NA ,NA ,11-Jul-2025 06:00 PM,18-Jul-2025 12:00 PM,31-Jul-2025 03:55 PM,Executive Engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.",Construction of C.C. Road And Drain From House No. 68 by Gate No. 3 to House No. 34 at Pushp Nagar Agra.,Construction of C.C. Road And Drain From House No. 68 by Gate No. 3 to House No. 34 at Pushp Nagar Agra.,Please refer Tender documents. ,NA ,"19,95,000",Civil Works,NA ,Tender,180.0,180.0,SIKANDRA,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1.0,RTGS - RTGS Payment,"1,652",UPSCIDC,Agra,No,"40,000",No,fixed,,UPSCIDC,Agra,AOC,Shri R.K. Sikarwar,Internal,,Rakesh Sikarwar,08-Aug-2025 12:18 PM,finsummary_1922743.pdf (397.92 KB),Technical,All bids are ok,Rakesh Sikarwar,31-Jul-2025 03:18 PM,technical_1922743.pdf,Executive Engineer,Internal,,Rakesh Sikarwar,31-Jul-2025 03:53 PM,31-Jul-2025 03:55 PM,techsummary_1922743.pdf (452.96 KB),Finance,Rate of M/S Om Constructions is accepted.,Rakesh Sikarwar,07-Aug-2025 12:22 PM,finance_1922743.pdf,BOQ Comparative Chart,1.0,5351873.0,M/S Om Constructions,INR,"1,994,297.82",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1056614_1,51/AGR/MLACANTT/25-26,Construction of C.C. Road And Drain From House No. 68 by Gate No. 3 to House No. 34 at Pushp Nagar Agra.,1,5351873,M/S Om Constructions,17-Jul-2025 11:44 PM,Accepted-AOC,OK,08-Aug-2025 12:21 PM,08-Aug-2025,"INR 1,994,297.82",180.0,Rakesh Sikarwar,08-Aug-2025 12:20 PM,51fragr.pdf (398.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5351566,RAGHAV CONSTRUCTION,17-Jul-2025 09:24 PM,Rejected-AOC,OK,08-Aug-2025 12:21 PM,,,,,,,AOC
