Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
14-Oct-2025,"INR 3,480,492.88",30.0,Ramesh Prasad,18-Oct-2025 03:26 PM,AOC_Jeet.pdf (458.00 KB),AOC,1,5567139,M/S AMIT KUMAR SINGH,27-Sep-2025 12:56 PM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,1.0,5561674.0,M/S JEET CONSTRUCTION,INR,"3,480,492.88","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",2025_UPIDC_1075827_2,02/S.E/2025-26,Renewal of Bituminous Road on left bank of Khalilabad Branch from Km. 12.000 to Km. 15.000 and Patch repair between Km. 15.000 to Km. 16.000,Finance,Admitted,Ramesh Prasad,08-Oct-2025 05:31 PM,,BOQ Comparative Chart,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,06-Oct-2025 04:52 PM,08-Oct-2025 01:00 PM,techsummary_1964778.pdf (634.38 KB),Technical,Admitted,Ramesh Prasad,06-Oct-2025 04:46 PM,,Ramesh Prasad,Internal,Dinesh Mohan,Ramesh Prasad,08-Oct-2025 05:36 PM,finsummary_1964778.pdf (803.49 KB),AOC,"2,590",Nil,Nil,No,"S.E, Irrigation Construction Circle, Basti","S.E, Irrigation Construction Circle, Basti","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti",02/S.E/2025-26,2025_UPIDC_1075827_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,Renewal of Bituminous Road on left bank of Khalilabad Branch from Km. 12.000 to Km. 15.000 and Patch repair between Km. 15.000 to Km. 16.000,Renewal of Bituminous Road on left bank of Khalilabad Branch from Km. 12.000 to Km. 15.000 and Patch repair between Km. 15.000 to Km. 16.000,Please refer Tender documents. ,NA ,"50,00,000",Civil Works,NA ,Tender,90.0,30.0,Basti,272002.0,NA ,NA ,NA ,"S.E, Irrigation Construction Circle, Basti",No ,No,"1,00,000",No,fixed,,Nil,Nil,20-Sep-2025 06:00 PM,27-Sep-2025 03:30 PM,20-Sep-2025 06:00 PM,27-Sep-2025 03:00 PM,NA ,NA ,22-Sep-2025 10:00 AM,27-Sep-2025 03:00 PM,08-Oct-2025 01:00 PM,AOC
,,,,,,,2,5565974,M/S BALA JI ENTERPRISES,27-Sep-2025 09:18 AM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,5557522,M/S BHAGWATI TRADERS,26-Sep-2025 09:41 PM,Rejected-Finance,L2,08-Oct-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,5567728,M/S JAI CONSTRUCTION,27-Sep-2025 01:45 PM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,5561674,M/S JEET CONSTRUCTION,27-Sep-2025 01:57 PM,Accepted-AOC,L1,18-Oct-2025 03:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,5567824,M/S JITENDRA SINGH,27-Sep-2025 02:15 PM,Rejected-Finance,L3,08-Oct-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,5567134,M/S SINGH TRADERS,27-Sep-2025 11:08 AM,Rejected-Finance,L4,08-Oct-2025 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,5567100,M/S URMILA AND SONS CONSTRUCTION CO.,27-Sep-2025 10:42 AM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,5567541,M/S virat constrution,27-Sep-2025 01:28 PM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,5565637,Pratap Narayan Mishra,26-Sep-2025 08:17 PM,Rejected-Technical,As Per Uploaded,06-Oct-2025 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
