Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,317/RED/Account/Tender No/25-26 Dt 05.06.2025,2025_REDUP_1056840_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"33,550",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,14-Jul-2025 11:00 AM,22-Jul-2025 12:30 PM,14-Jul-2025 11:00 AM,22-Jul-2025 12:00 PM,NA ,NA ,14-Jul-2025 11:00 AM,22-Jul-2025 12:00 PM,29-Jul-2025 12:30 PM,945.0,Nil,Nil,No,1.0,SBI Bank,Construction work of a road from Sateshwar Service Road to Dipu Singh Dhan Mile via Buddha Singh Saxena house to Jitu Singh house and construction work of a culvert at Jagdish Singh house In Block Auraiya.,Construction work of a road from Sateshwar Service Road to Dipu Singh Dhan Mile via Buddha Singh Saxena house to Jitu Singh house and construction work of a culvert at Jagdish Singh house In Block Auraiya.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AURAIYA,206244.0,NA ,NA ,NA ,Room No. 59 Vikash Bhawan Kakor EE RED AURAIYA,No ,No,1.0,Date,Date,,Executive Engineer RED Auraiya,Office of the EE RED AURAIYA Room No. 59 Vikash Bhawan Kakor Auraiya,AOC,Shri Shiv Prakash Pandey EE,Internal,Shri Ashok Kumar AE and Shri Shivam Sahu DAO,Ashok Kumar,26-Jul-2025 07:17 PM,29-Jul-2025 12:30 PM,techsummary_1923340.pdf (105.14 KB),Finance,summary,Ashok Kumar,30-Jul-2025 07:28 AM,finance_1923340.pdf,BOQ Comparative Chart,Shri Shiv Prakash Pandey EE Shri Harshit Singh Rajput AE and Shri Shivam Sahu DAO,Internal,Shri Ashok Kumar AE and Shri Shivam Sahu DAO,Ashok Kumar,30-Jul-2025 07:47 AM,finsummary_1923340.pdf (203.03 KB),Technical,summary,Ashok Kumar,26-Jul-2025 07:14 PM,technical_1923340.pdf,1.0,5362236.0,SEEMA YADAV,22-Jul-2025 08:23 AM,Rejected-Finance,L2,30-Jul-2025 07:47 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,2025_REDUP_1056840_1,317/RED/Account/Tender No/25-26 Dt 05.06.2025,Construction work of a road from Sateshwar Service Road to Dipu Singh Dhan Mile via Buddha Singh Saxena house to Jitu Singh house and construction work of a culvert at Jagdish Singh house In Block Auraiya.,1.0,5362354.0,VAIBHVI CONSTRUCTION AND SUPPLIERS,INR,"1,673,427.4",05-Aug-2025,"INR 1,676,948.99",120.0,Ashok Kumar,18-Aug-2025 09:11 AM,deepusingh.pdf (296.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Suddhi Patra,Other,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5362354.0,VAIBHVI CONSTRUCTION AND SUPPLIERS,22-Jul-2025 09:20 AM,Accepted-AOC,L1,18-Aug-2025 09:12 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
