S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5604471.0,INDAR SINGH GROUP OF CONSTRUCTIONS COMPANY,INR,"116,782.95","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",2025_UPIDC_1077132_5,04/EE/MDD/2025-26,"Bed and Berm Scrapping of Khaprar Canal, Jhansi for the year",1,5604471,INDAR SINGH GROUP OF CONSTRUCTIONS COMPANY,13-Oct-2025 04:53 PM,Accepted-AOC,L1,27-Oct-2025 03:35 PM,27-Oct-2025,"INR 116,782.95",30.0,Pankaj Singh,27-Oct-2025 03:35 PM,silt.pdf (532.00 KB),Acceptance,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,27-Oct-2025 03:31 PM,finsummary_1978643.pdf (778.26 KB),Technical,All Bids Are Admitted,Pankaj Singh,14-Oct-2025 12:30 PM,technical_1978643.pdf,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,14-Oct-2025 12:37 PM,14-Oct-2025 12:45 PM,techsummary_1978643.pdf (722.83 KB),Finance,All Bids Are Accepted,Pankaj Singh,27-Oct-2025 03:26 PM,finance_1978643.pdf,BOQ Comparative Chart,AOC,"1,089",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Documents 04,"Bed and Berm Scrapping of Khaprar Canal, Jhansi for the year","Bed and Berm Scrapping of Khaprar Canal, Jhansi for the year 2025-26",Please refer Tender documents. ,NA ,"1,40,000",Civil Works,NA ,Tender,90.0,30.0,jhansi,284401.0,NA ,NA ,NA ,Jhansi,No ,No,08-Oct-2025 05:00 PM,14-Oct-2025 11:00 AM,08-Oct-2025 05:00 PM,14-Oct-2025 10:00 AM,NA ,NA ,08-Oct-2025 05:00 PM,14-Oct-2025 10:00 AM,14-Oct-2025 12:45 PM,"Executive Engineer, Matatila Dam Division,Jhansi","Executive Engineer, Matatila Dam Division,Jhansi","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",04/EE/MDD/2025-26,2025_UPIDC_1077132_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"14,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2,5604540,M/S ADITYA CONSTRUCTION COMPANY,13-Oct-2025 05:05 PM,Rejected-AOC,L2,27-Oct-2025 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5604852,M/S ZENITH ENGINEERS,13-Oct-2025 06:23 PM,Rejected-AOC,L3,27-Oct-2025 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
