Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
29-Aug-2025,"INR 1,225,924.09",90.0,Ankur Verma,29-Aug-2025 11:55 AM,1.pdf (22.00 KB),a,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1065294_1,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,Gram Manikaura mein Prathmik School se saryu nahar ke pul tak mitti se kharanja nirman karya,1.0,5465242.0,KAMLESH CHAUDHARY,INR,"1,225,924.09",1,5465242,KAMLESH CHAUDHARY,20-Aug-2025 09:50 PM,Accepted-AOC,a,29-Aug-2025 11:55 AM,Finance,c,Ankur Verma,25-Aug-2025 02:28 PM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,23-Aug-2025 11:40 AM,25-Aug-2025 12:00 PM,techsummary_1941938.pdf (527.74 KB),Technical,c,Ankur Verma,23-Aug-2025 11:14 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Aug-2025 11:54 AM,finsummary_1941938.pdf (21.99 KB),AOC,"25,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,technical,944.0,Nil,Nil,No,Gram Manikaura mein Prathmik School se saryu nahar ke pul tak mitti se kharanja nirman karya,Gram Manikaura mein Prathmik School se saryu nahar ke pul tak mitti se kharanja nirman karya,as per sbd ,NA ,"12,26,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,1.0,SBI Bank,EERED BASTI,O/O EERED BASTI,13-Aug-2025 12:30 PM,21-Aug-2025 12:30 PM,13-Aug-2025 12:30 PM,21-Aug-2025 12:00 PM,13-Aug-2025 12:30 PM ,21-Aug-2025 12:00 PM ,13-Aug-2025 12:30 PM,21-Aug-2025 12:00 PM,25-Aug-2025 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,823/RED/VN-Rudhauli/2025-26 Dt. 17.07.25,2025_REDUP_1065294_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,date1,Date,,AOC
,,,,,,,,,,,,,,,,2,5465785,M/S SANTOSH KUMAR CHAUDHARY,21-Aug-2025 12:26 AM,Rejected-Finance,r,29-Aug-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
