Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"Maintenance and Misc items in Resi No.- 29 (old) at Canal Colony, Cantt Road, Lucknow. (Lot No.08)","Maintenance and Misc items in Resi No.- 29 (old) at Canal Colony, Cantt Road, Lucknow. (Lot No.08)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,canal colony cantt Road,226001.0,NA ,NA ,NA ,canal colony,No ,No,Assistant Engineer IV,LDSC Lucknow,1.0,SBI Bank,26-Jun-2025 12:00 PM,02-Jul-2026 05:15 PM,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,26-Jun-2025 12:00 PM ,02-Jul-2025 12:00 PM ,26-Jun-2025 12:00 PM,02-Jul-2025 12:00 PM,07-Jul-2025 01:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_37,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,320",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_37,01/AEIV/2025-26,"Maintenance and Misc items in Resi No.- 29 (old) at Canal Colony, Cantt Road, Lucknow. (Lot No.08)",1,5284452,M/s Jai Hanuman,01-Jul-2025 06:19 PM,Rejected-AOC,L2,21-Oct-2025 04:10 PM,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Jul-2025 10:30 AM,finsummary_1912411.pdf (914.43 KB),Finance,boq summary,deena nath maurya,07-Jul-2025 01:38 PM,finance_1912411.pdf,BOQ Comparative Chart,1.0,5283972.0,M/s Santosh Kumar Shrivastava,INR,"143,196.29",Technical,Summary,deena nath maurya,05-Jul-2025 02:39 PM,technical_1912411.pdf,14-Jul-2025,"INR 143,196.29",30.0,deena nath maurya,21-Oct-2025 04:09 PM,agno34.pdf (384.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,05-Jul-2025 04:09 PM,07-Jul-2025 01:00 PM,techsummary_1912411.pdf (914.43 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5283972,M/s Santosh Kumar Shrivastava,01-Jul-2025 03:33 PM,Accepted-AOC,L1,21-Oct-2025 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
