Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,4 bid admitted,PRADEEP KUMAR SINGH,15-Oct-2025 02:07 PM,technical_1969458.pdf,18-Oct-2025,"INR 470,787.5",14.0,PRADEEP KUMAR SINGH,18-Oct-2025 01:39 PM,TN4LOT12.pdf (260.00 KB),AOC,pradeep kumar singh,Internal,satya prakash chaudhary,PRADEEP KUMAR SINGH,15-Oct-2025 02:51 PM,16-Oct-2025 12:00 PM,techsummary_1969458.pdf (210.65 KB),1,5583482,A K CONSTRUCTION COMPANY,06-Oct-2025 08:58 PM,Rejected-Finance,4th lowest,18-Oct-2025 01:36 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1076988_17,04/EE/2025-26,Patch Repair work of canal service road of High Level Feeder from km 0.000 to km 2.500 in District Prayagraj.,1.0,5586354.0,M/S SAI CONSTRUCTION,INR,"470,787.5",Finance,lowest bid of M/s Sai Construction is admitted,PRADEEP KUMAR SINGH,18-Oct-2025 01:25 PM,finance_1969458.pdf,BOQ Comparative Chart,pradeep kumar singh,Internal,satuya prakash chaudhary,PRADEEP KUMAR SINGH,18-Oct-2025 01:36 PM,finsummary_1969458.pdf (24.13 KB),AOC,Patch Repair work of canal service road of High Level Feeder from km 0.000 to km 2.500 in District Prayagraj.,Patch Repair work of canal service road of High Level Feeder from km 0.000 to km 2.500 in District Prayagraj.,Please refer Tender documents. ,NA ,"7,30,000",Civil Works,NA ,Tender,90.0,30.0,Bara Tehshil,212107.0,NA ,NA ,NA ,Prayagraj,No ,No,766.0,Nil,Nil,No,"14,600",No,percentage,2.0%,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",04/EE/2025-26,2025_UPIDC_1076988_17,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Engineer,Executive Engineer Baghla Canal Division Prayagraj,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,30-Sep-2025 11:30 AM,07-Oct-2025 12:30 PM,30-Sep-2025 11:30 AM,07-Oct-2025 11:30 AM,NA ,NA ,30-Sep-2025 11:30 AM,07-Oct-2025 11:30 AM,16-Oct-2025 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,5588881,MOHD KAMRAN,07-Oct-2025 08:43 AM,Rejected-Finance,3rd lowest,18-Oct-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,5589289,M/s BHOOMI CONTRACTOR,07-Oct-2025 10:09 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Oct-2025 02:07 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,5586354,M/S SAI CONSTRUCTION,07-Oct-2025 09:40 AM,Accepted-AOC,AOC,18-Oct-2025 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,5588675,Swastik Construction,06-Oct-2025 08:35 PM,Rejected-Finance,2nd lowest,18-Oct-2025 01:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
