EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,23,000",No,fixed,,UPSCIDCO LTD,KANNAUJ,1,FDR - Fixed Deposit,02-Jun-2025 06:00 PM,09-Jun-2025 04:00 PM,02-Jun-2025 06:00 PM,09-Jun-2025 02:00 PM,NA ,NA ,02-Jun-2025 06:00 PM,09-Jun-2025 02:00 PM,18-Jun-2025 12:15 PM,"2,360",UPSCIDCO LTD,KANNAUJ,No,Construction of Community Centre Hall at Simuapur Kannauj UP,Construction of Community Centre Hall at Simuapur Kannauj UP,Please refer Tender documents. ,NA ,,Civil Works,as per tender ,Tender,90.0,300.0,Kannauj,209725.0,NA ,NA ,NA ,Kanpur Nagar,No ,No,"Babu Ram, Executive Engineer",Near Girls Hostel Indira Nagar kalyanpur Kanpur Nagar-208026,1,Fee/PreQual/Technical,.pdf,Tender fee and Earnest money receipt with prequalification bid and documents,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,240/E.E/ET/KNP/KNJ/2025-26,2025_SCIDC_1041509_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,Financial,Sagar Porwal,18-Jun-2025 12:57 PM,finance_1897278.pdf,BOQ Comparative Chart,"Babu Ram, Executive Engineer",Internal,Technical,Sagar Porwal,18-Jun-2025 12:14 PM,18-Jun-2025 12:15 PM,techsummary_1897278.pdf (387.14 KB),Technical,Technical,Sagar Porwal,18-Jun-2025 12:09 PM,technical_1897278.pdf,"Babu Ram ,Executive Engineer",Internal,Financial,Sagar Porwal,18-Jun-2025 01:02 PM,finsummary_1897278.pdf (197.14 KB),20-Jun-2025,"INR 6,110,820",300.0,Sagar Porwal,28-Aug-2025 06:29 PM,LOIsimuapur.pdf (316.00 KB),AOC,1.0,5241312.0,Gaurav Construction,INR,"6,110,820",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Kanpur,2025_SCIDC_1041509_2,240/E.E/ET/KNP/KNJ/2025-26,Construction of Community Centre Hall at Simuapur Kannauj UP,1,5241312,Gaurav Construction,09-Jun-2025 08:33 AM,Accepted-AOC,L1,28-Aug-2025 06:29 PM,AOC
,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5241973,M/S HARSH CONSTRUCTION,09-Jun-2025 01:23 PM,Rejected-AOC,L2,28-Aug-2025 06:29 PM,AOC
