Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
vivek varshney,Internal,subhas chandra,vivek varshney,08-Oct-2025 08:21 PM,09-Oct-2025 09:00 AM,techsummary_1965469.pdf (445.70 KB),15-Oct-2025,"INR 183,563.558",20.0,vivek varshney,15-Oct-2025 01:35 PM,T1.pdf (965.00 KB),AOC,Technical,test,vivek varshney,08-Oct-2025 07:59 PM,,1.0,5575045.0,dharmendra kumar contrector,INR,"183,563.558",Finance,TECH,vivek varshney,15-Oct-2025 11:28 AM,,BOQ Comparative Chart,vivek varshney,Internal,parveen josia,vivek varshney,15-Oct-2025 01:10 PM,finsummary_1965469.pdf (964.58 KB),U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),2025_UPIDC_1076067_19,04/EE/2025-26,SILT CLEARANCE OF TANDA MR. FROM KM 0.000 TO 6.550,1,5575045,dharmendra kumar contrector,01-Oct-2025 08:53 AM,Accepted-AOC,AOC,15-Oct-2025 01:35 PM,AOC,SILT CLEARANCE OF TANDA MR. FROM KM 0.000 TO 6.550,SILT CLEARANCE OF TANDA MR. FROM KM 0.000 TO 6.550,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,NA ,Shamli,247776.0,NA ,NA ,NA ,EE Lower Division Yamuna Canal Office Shamli,No ,No,1.0,SBI Bank,EE Lower Division Yamuna Canal Shamli,EE Lower Division Yamuna Canal Office Shamli,22-Sep-2025 11:00 AM,01-Oct-2025 12:30 PM,22-Sep-2025 11:00 AM,01-Oct-2025 11:00 AM,NA ,NA ,22-Sep-2025 11:00 AM,01-Oct-2025 11:00 AM,09-Oct-2025 09:00 AM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur||E E L D E Yamuna Canal Prabudhnagar(Muzaffarnagar),04/EE/2025-26,2025_UPIDC_1076067_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Docoments,944.0,Nil,Nil,No,"20,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5575024,SUDESH KUMAR CONTRACTOR,30-Sep-2025 09:46 PM,Rejected-AOC,AOC,15-Oct-2025 01:35 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,AOC
