S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,16-Apr-2025 06:55 PM,06-May-2025 11:00 AM,16-Apr-2025 06:55 PM,02-May-2025 05:00 PM,NA ,NA ,16-Apr-2025 06:55 PM,02-May-2025 05:00 PM,11-Jun-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",845.0,Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,2025_YEIDA_1028281_6,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,DATE EXTENSION,Date,,"50,500",No,fixed,,Nil,Nil,"Maintenance of panchayta ghar for E-Library in village chanchali ,Ali Ahmadpur Garhi and Mohbalipur YEA.WC-06","Maintenance of panchayta ghar for E-Library in village chanchali ,Ali Ahmadpur Garhi and Mohbalipur YEA.WC-06",Please refer Tender documents. ,NA ,"25,19,216",Civil Works,horti ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,AOC,Technical,UNDER EVALUATION,NITENDRA KUMAR ADARSH,10-Jun-2025 03:32 PM,,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,30-Jun-2025 01:33 PM,finsummary_1859909.pdf (179.07 KB),Finance,UNDER EVALUATION,NITENDRA KUMAR ADARSH,30-Jun-2025 01:22 PM,,BOQ Comparative Chart,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,10-Jun-2025 05:01 PM,11-Jun-2025 11:00 AM,techsummary_1859909.pdf (595.08 KB),25-Aug-2025,"INR 2,116,141.92",120.0,VIKAS KUMAR,25-Aug-2025 03:16 PM,Aoc_1044_6.pdf (627.00 KB),AOC,1.0,5144686.0,krishna Enterprises,25-Apr-2025 01:07 PM,Accepted-AOC,L1,25-Aug-2025 03:17 PM,1.0,5144686.0,krishna Enterprises,INR,"2,116,141.92",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1028281_6,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,"Maintenance of panchayta ghar for E-Library in village chanchali ,Ali Ahmadpur Garhi and Mohbalipur YEA.WC-06",AOC
,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5161378.0,KWALITY INFRASTRUCTURE PVT LTD,02-May-2025 12:51 AM,Rejected-Finance,L3,30-Jun-2025 01:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5162644.0,M/s Bhanwar Singh,02-May-2025 04:01 PM,Rejected-Finance,L2,30-Jun-2025 01:33 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
