Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Gorakhpur Industrial Development Authority,2025_UGIDA_1060197_1,2502/GIDA/2025-26 DT. 23.07.2025,Construction of 09 M wide Road R6 Drain and Culverts in Sector 25 GIDA Gorakhpur,1.0,5394210.0,M/S D P INFRASTRUCTURES,INR,"42,393,658.24",1,5395012,M/S AJIT CONSTRUCTION AND ORDER SUPPLIER,01-Aug-2025 02:49 PM,Rejected-Technical,Not RESPONSIVE,19-Aug-2025 05:02 PM,21-Aug-2025,"INR 42,393,658.24",365.0,KAPIL SHARMA,21-Aug-2025 06:09 PM,3220.pdf (495.00 KB),CEO GIDA,Internal,M(C) GM(F) ACEO,KAPIL SHARMA,21-Aug-2025 05:39 PM,finsummary_1930825.pdf (495.08 KB),Technical,bid opened,SURESH YADAV,01-Aug-2025 06:42 PM,,CEO GIDA,Internal,M(Civil)GM(F)ACEO,SURESH YADAV,19-Aug-2025 05:02 PM,19-Aug-2025 05:05 PM,techsummary_1930825.pdf (438.66 KB),Finance,BID OPENED,KAPIL SHARMA,19-Aug-2025 05:47 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,CEO GIDA,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,26-Jul-2025 06:55 PM,01-Aug-2025 04:00 PM,26-Jul-2025 06:55 PM,01-Aug-2025 03:00 PM,NA ,NA ,26-Jul-2025 06:55 PM,01-Aug-2025 03:00 PM,19-Aug-2025 05:05 PM,"23,87,000",No,fixed,,Nil,Nil,Construction of 09 M wide Road R6 Drain and Culverts in Sector 25 GIDA Gorakhpur,Construction of 09 M wide Road R6 Drain and Culverts in Sector 25 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"4,37,31,853",Civil Works,NA ,Tender,90.0,365.0,GIDA GORAKHPUR,273212.0,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,30-Jul-2025 04:30 PM ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,"2,950",Nil,Nil,No,Gorakhpur Industrial Development Authority,2502/GIDA/2025-26 DT. 23.07.2025,2025_UGIDA_1060197_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,2,5394210,M/S D P INFRASTRUCTURES,01-Aug-2025 12:46 PM,Accepted-AOC,L1,21-Aug-2025 06:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T2,AOC
,,,,,,,,,3,5394329,M/S M.V.D. INFRADEVELOPERS PVT. LTD.,01-Aug-2025 12:08 PM,Rejected-Finance,L3,21-Aug-2025 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,4,5394198,M/s VIJENDRA PRATAP SINGH,01-Aug-2025 12:13 PM,Rejected-Finance,L2,21-Aug-2025 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5393199,Prabha Construction Infra Private Limited,01-Aug-2025 01:05 PM,Rejected-Technical,Not RESPONSIVE,19-Aug-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5391875,SHREEASHOK,30-Jul-2025 11:36 PM,Rejected-Technical,Not RESPONSIVE,19-Aug-2025 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
