Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1055714_1,40/FZD/MP/25-26,Construction of C.C. Road from Primary School toword Chaub Singh Jatav at Vill.- Nagla Mani Tehsil- Jasarana,1.0,5337841.0,M/s PRADEEP KUMAR,INR,"1,695,175.27",1,5337841,M/s PRADEEP KUMAR,16-Jul-2025 09:45 AM,Accepted-AOC,ok,06-Aug-2025 01:19 PM,06-Aug-2025,"INR 1,695,175.27",180.0,Pramod Kumar,06-Aug-2025 01:19 PM,40fr.pdf (565.00 KB),Executive Engineer,Internal,,Pramod Kumar,05-Aug-2025 12:50 PM,finsummary_1920788.pdf (565.23 KB),Technical,All bids are ok,Pramod Kumar,25-Jul-2025 04:00 PM,technical_1920788.pdf,Executive Engineer,Internal,,Pramod Kumar,25-Jul-2025 04:54 PM,25-Jul-2025 04:55 PM,techsummary_1920788.pdf (594.72 KB),Finance,Rate of M/S RAJKAMAL CONSTRUCTIONS is accepted,Pramod Kumar,31-Jul-2025 03:32 PM,finance_1920788.pdf,BOQ Comparative Chart,AOC,1.0,RTGS - RTGS Payment,1.0,Fee/PreQual/Technical,.pdf,NIT,09-Jul-2025 04:00 PM,16-Jul-2025 12:00 PM,09-Jul-2025 04:00 PM,16-Jul-2025 12:00 PM,NA ,NA ,09-Jul-2025 04:00 PM,16-Jul-2025 12:00 PM,25-Jul-2025 04:55 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,40/FZD/MP/25-26,2025_SCIDC_1055714_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"34,000",No,fixed,,UPSCIDCO,FIROZABAD,Construction of C.C. Road from Primary School toword Chaub Singh Jatav at Vill.- Nagla Mani Tehsil- Jasarana,Construction of C.C. Road from Primary School toword Chaub Singh Jatav at Vill.- Nagla Mani Tehsil- Jasarana,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra.","1,652",UPSCIDCO,FIROZABAD,Yes,AOC
,,,,,,,,,2,5337905,M/S RAJKAMAL CONSTRUCTIONS,16-Jul-2025 10:09 AM,Rejected-AOC,ok,06-Aug-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5337677,SURBHOG ENTERPRISES PRIVATE LIMITED,16-Jul-2025 09:04 AM,Rejected-AOC,ok,06-Aug-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
