Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
13-Aug-2025,"INR 105,740.38",7.0,Arun Sachdev,23-Aug-2025 03:37 PM,commeti.pdf (48.00 KB),AOC,Technical,Technical,Arun Sachdev,01-Jun-2025 06:13 PM,technical_1890890.pdf,Arun Sachdev,Internal,,Arun Sachdev,06-Jun-2025 10:14 AM,06-Jun-2025 11:00 AM,techsummary_1890890.pdf (31.26 KB),Arun Sachdev,Internal,Manoj Singh,Arun Sachdev,13-Aug-2025 10:49 PM,finsummary_1890890.pdf (48.43 KB),Finance,upload,Arun Sachdev,13-Aug-2025 09:37 PM,finance_1890890.pdf,BOQ Comparative Chart,1.0,5221881.0,M/S SHRI RAM SINGH,INR,"105,740.38",1,5213338,INDRADEO MAURYA,24-May-2025 07:27 PM,Rejected-Finance,3,13-Aug-2025 10:49 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||FD, azamgarh",2025_UPIDC_1042093_11,01/EE/2025-26,Earth work in excavation for correcting internal section/Silt clearence of Dihpur Drain From km. 0.000 to km. 5.200.,AOC,1.0,Date Extend,Date,,1.0,SBI Bank,677.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia||FD, azamgarh",01/EE/2025-26,2025_UPIDC_1042093_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,24-May-2025 09:00 AM,29-May-2025 01:00 PM,24-May-2025 10:00 AM,29-May-2025 10:00 AM,NA ,NA ,24-May-2025 10:00 AM,29-May-2025 10:00 AM,06-Jun-2025 11:00 AM,Earth work in excavation for correcting internal section/Silt clearence of Dihpur Drain From km. 0.000 to km. 5.200.,Earth work in excavation for correcting internal section/Silt clearence of Dihpur Drain From km. 0.000 to km. 5.200.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,15.0,NA ,Azamgarh,276001.0,NA ,NA ,NA ,Azamgarh,No ,No,"7,000",No,fixed,,Nil,Nil,E.E. Fd Azamgarh,EE Flood Division Azamgarh,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5221481,Ms B S Construction,28-May-2025 11:19 PM,Rejected-Finance,2,13-Aug-2025 10:49 PM,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5219713,M/S NIRMALA RAI CONTRACTOR,27-May-2025 07:40 PM,Rejected-Technical,Not Qualified,06-Jun-2025 10:14 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5221881,M/S SHRI RAM SINGH,28-May-2025 07:01 PM,Accepted-AOC,L1,23-Aug-2025 03:37 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5219285,MS SUNIL KUMAR MISHRA CONTRATOR AND BUILDING,28-May-2025 10:49 AM,Rejected-Finance,5,13-Aug-2025 10:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5218089,SRI BHOLANATH YADAV,27-May-2025 11:22 AM,Rejected-Finance,4,13-Aug-2025 10:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
