S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5214853.0,ZAHEERUDEEN,INR,"1,125,738","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1041611_2,01/EEAID/2025-26,LOT02 Anti-erosion work near village Nanhuwala on the right bank of Dhela river in district Moradabad.,1,5216728,MAHENDRA SINGH,26-May-2025 06:51 PM,Rejected-AOC,rejected.,26-Aug-2025 04:37 PM,13-Jun-2025,"INR 1,125,738",12.0,avadhesh kumar sharma,26-Aug-2025 04:37 PM,02.pdf (479.00 KB),AG. NO. 02/EE/2025-26 SHRI ZAHEERUDDIN,Avdhesh Kumar Sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV-4 BIJNOR.,avadhesh kumar sharma,04-Jun-2025 09:27 AM,06-Jun-2025 03:00 PM,techsummary_1889678.pdf (206.46 KB),Finance,All bids accepted in first Stage Finencial evaluation is under process.,avadhesh kumar sharma,06-Jun-2025 05:39 PM,,BOQ Comparative Chart,Avdhesh Kumar Sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV-4 BIJNOR.,avadhesh kumar sharma,09-Jun-2025 03:48 PM,finsummary_1889678.pdf (554.20 KB),Technical,All bids accepted in first Stage Technical evaluation is under process.,avadhesh kumar sharma,03-Jun-2025 11:04 PM,,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",01/EEAID/2025-26,2025_UPIDC_1041611_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,22-May-2025 03:00 PM,27-May-2025 03:30 PM,22-May-2025 03:00 PM,27-May-2025 03:00 PM,NA ,NA ,22-May-2025 03:00 PM,27-May-2025 03:00 PM,06-Jun-2025 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,"37,000",No,fixed,,Nil,Nil,LOT02 Anti-erosion work near village Nanhuwala on the right bank of Dhela river in district Moradabad.,LOT02 Anti-erosion work near village Nanhuwala on the right bank of Dhela river in district Moradabad.,AS PER NIT ,NA ,"18,05,000",Civil Works,NA ,Tender,90.0,12.0,DHAMPUR,246761.0,NA ,NA ,NA ,AFZALGARH IRRIGATION DIVISION DHAMPUR,No ,No,E.E.A.I.D.DHAMPUR,AFZALGARH IRRIGATION DIVISION DHAMPUR,854.0,Nil,Nil,No,AOC
,,,,,,,,,2,5218746,M/S J S CONSTRUCTION,27-May-2025 02:25 PM,Rejected-Technical,All technical Documents Not Complete,04-Jun-2025 09:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5218263,M/S M L ASSOCIATES,27-May-2025 01:12 PM,Rejected-Technical,All technical Documents Not Complete,04-Jun-2025 09:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5217821,M/S MOHD. IDRIS CONTRACTOR,27-May-2025 09:57 AM,Rejected-AOC,rejected.,26-Aug-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5217539,M/S RAJEEV KUMAR,27-May-2025 08:20 AM,Rejected-AOC,rejected.,26-Aug-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5216589,RAJENDRA SINGH,27-May-2025 11:20 AM,Rejected-AOC,rejected.,26-Aug-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5214853,ZAHEERUDEEN,27-May-2025 09:59 AM,Accepted-AOC,accepted,26-Aug-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
