S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,5601121.0,M/S DHIRENDRA KUMAR PANDEY,INR,"7,544,217.64","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",2025_UPIDC_1080307_1,04/SE-XI/2025-26,AS PER NIT04 LOT1,1,5601101,devendra kumar pandey,12-Oct-2025 02:24 PM,Rejected-Finance,L3,31-Oct-2025 05:45 PM,31-Oct-2025,"INR 7,544,217.64",45.0,Dhruva Chandra Verma,31-Oct-2025 06:06 PM,AOCNit04Lot01.pdf (950.00 KB),DC VERMA,Internal,ATTACHED,Dhruva Chandra Verma,27-Oct-2025 04:37 PM,30-Oct-2025 05:00 PM,techsummary_1976785.pdf (862.24 KB),Finance,financial bid opening summary,Dhruva Chandra Verma,31-Oct-2025 05:38 PM,,BOQ Comparative Chart,DC VERMA,Internal,ATTACHED,Dhruva Chandra Verma,31-Oct-2025 05:45 PM,finsummary_1976785.pdf (199.34 KB),Technical,technical bid opening summar,Dhruva Chandra Verma,27-Oct-2025 04:31 PM,technical_1976785.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"3,358",Nil,Nil,No,SUPERINTENDING ENGINEER,O/O SE XITH CIRCLE IW AYODHYA,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",04/SE-XI/2025-26,2025_UPIDC_1080307_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,07-Oct-2025 09:00 AM,14-Oct-2025 01:00 PM,07-Oct-2025 10:00 AM,14-Oct-2025 11:00 AM,NA ,NA ,07-Oct-2025 10:00 AM,14-Oct-2025 11:00 AM,30-Oct-2025 05:00 PM,"1,60,000",No,fixed,,Nil,Nil,AS PER NIT04 LOT1,AS PER NIT04 LOT1,Please refer Tender documents. ,NA ,,Civil Works - Bridges,NA ,Tender,90.0,45.0,AMBEDKAR NAGAR,224151.0,O/O SE XITH CIRCLE IW AYODHYA ,O/O SE XITH CIRCLE IW AYODHYA ,08-Oct-2025 01:00 PM ,O/O SE XITH CIRCLE IW AYODHYA,No ,No,AOC
,,,,,,,,,2,5599863,M/S ADITYA CONSTRUCTION COMPANY,11-Oct-2025 03:10 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5606372,Ms A S Construction,14-Oct-2025 10:10 AM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,27-Oct-2025 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5601121,M/S DHIRENDRA KUMAR PANDEY,14-Oct-2025 07:46 AM,Accepted-AOC,L1,31-Oct-2025 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5601055,Ms Ram Nath Shukla Contractor,14-Oct-2025 08:09 AM,Rejected-Finance,L2,31-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5605203,R. K. SUPPLIERS,14-Oct-2025 10:20 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Oct-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
