Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage
ARUN KUMAR SINGH,Internal,AE PO/SDM PD/ADM,Jitendra Singh Yadav,13-Oct-2025 03:01 PM,techsummary_1968021.pdf (1580.64 KB),13-Oct-2025,"INR 147,437",90.0,Jitendra Singh Yadav,13-Oct-2025 03:39 PM,committee.pdf (1581.00 KB),tender cost,1.0,5597856.0,MS AMLESH RATHORE,10-Oct-2025 11:46 AM,Accepted-AOC,lower,13-Oct-2025 03:39 PM,1.0,5596995.0,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,INR,"167,874",Finance,Admitted,Jitendra Singh Yadav,13-Oct-2025 02:52 PM,finance_1968021.pdf,BOQ Comparative Chart,ARUN KUMAR SINGH,Internal,AE PO/SDM PD/ADM,Jitendra Singh Yadav,13-Oct-2025 03:21 PM,finsummary_1968021.pdf (1580.64 KB),State Urban Development Agency||District Urban Development Agency||Farrukhabad,2025_SUDA_1077013_1,187/DUDA/2025,NAGAR PALIKA PARISHAD FARRUKHABAD WARD NO 12 TULSI NAGAR ME KITAB SINGH KE MAKAN SE RAJESH KE MAKAN TAK NALI AVAM INTERLOCKING KARYA,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,TECHNICAL,State Urban Development Agency||District Urban Development Agency||Farrukhabad,187/DUDA/2025,2025_SUDA_1077013_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,PO DUDA FARRUKHABAD,DUDA FARRUKHABAD,"4,100",Yes,fixed,,PO DUDA FARRUKHABAD,PO DUDA FARRUKHABAD,600.0,PO DUDA FARRUKHABAD,PO DUDA FARRUKHABAD,Yes,25-Sep-2025 04:00 PM,10-Oct-2025 03:00 PM,25-Sep-2025 04:00 PM,10-Oct-2025 01:00 PM,NA ,NA ,25-Sep-2025 04:00 PM,10-Oct-2025 01:00 PM,NAGAR PALIKA PARISHAD FARRUKHABAD WARD NO 12 TULSI NAGAR ME KITAB SINGH KE MAKAN SE RAJESH KE MAKAN TAK NALI AVAM INTERLOCKING KARYA,NAGAR PALIKA PARISHAD FARRUKHABAD WARD NO 12 TULSI NAGAR ME KITAB SINGH KE MAKAN SE RAJESH KE MAKAN TAK NALI AVAM INTERLOCKING KARYA,Please refer Tender documents. ,NA ,"2,04,262",Civil Works - Roads,NA ,Tender,30.0,NA ,DUDA FARRUKHABAD,209601.0,NA ,NA ,NA ,DUDA FARRUKHABD,No ,No,1,DD - Demand Draft,AOC
,,,,,,,,,,,,,2.0,5596995.0,M/S SHRI BANKE BIHARI CONSTGRUCTION AND SUPPLYER,09-Oct-2025 06:31 PM,Accepted-AOC,higher,13-Oct-2025 03:39 PM,2.0,5597856.0,MS AMLESH RATHORE,INR,"147,437",,,,,,,,,,,,,,,,,AOC,,,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
