S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",03/SEIWCMBD/2025-26,2025_UPIDC_1069208_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,LOT 01 Janpad Amroha ke antargat Hasanpur tatband (Pratham Charan) ke top per purv Nirmit chhatigrast Sadak ke km. 0.150 se km. 6.0000 ke Madhya marammat ka Karya,LOT 01 Janpad Amroha ke antargat Hasanpur tatband (Pratham Charan) ke top per purv Nirmit chhatigrast Sadak ke km. 0.150 se km. 6.0000 ke Madhya marammat ka Karya,AS PER NIT ,NA ,"83,95,000",Civil Works,NA ,Tender,90.0,45.0,AMROHA,244221.0,NA ,NA ,NA ,IRRIGATION WORK CIRCLE MORADABAD,No ,No,28-Aug-2025 02:00 PM,16-Sep-2025 01:00 PM,28-Aug-2025 02:00 PM,16-Sep-2025 12:00 PM,NA ,NA ,28-Aug-2025 02:00 PM,16-Sep-2025 12:00 PM,20-Sep-2025 11:00 AM,"1,68,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,S.E.I.W.C.MORADABAD,OFFICE OF THE IRRIGATION WORK CIRCLE MORADABAD TUBEWELL COLONY MORADABAD,AOC,Technical,Summary,Rajeev Mittal,16-Sep-2025 04:50 PM,,Rajeev Mittal,Internal,SEIWC MORADABAD AND SEEGCCC BIJNOR,Rajeev Mittal,09-Oct-2025 03:48 PM,finsummary_1950808.pdf (470.39 KB),Finance,Summary,Rajeev Mittal,20-Sep-2025 11:19 AM,,BOQ Comparative Chart,Rajeev Mittal,Internal,SE IWCMBD AND SEEGCCCBIJNOR,Rajeev Mittal,16-Sep-2025 04:56 PM,20-Sep-2025 11:00 AM,techsummary_1950808.pdf (533.70 KB),09-Oct-2025,"INR 6,225,280",45.0,Rajeev Mittal,09-Oct-2025 03:52 PM,TN03.pdf (470.00 KB),Agreement No. 02/SE/2025-26 M/s Kapil kumar sharma (Prop. Kapil kumar Sharma) House No. 71 H Block Yamuna Nagar Bulandshar,1,5536702,ATUL KUMAR GUPTA,16-Sep-2025 10:06 AM,Rejected-Technical,All Document not Completed,16-Sep-2025 04:56 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad",2025_UPIDC_1069208_1,03/SEIWCMBD/2025-26,LOT 01 Janpad Amroha ke antargat Hasanpur tatband (Pratham Charan) ke top per purv Nirmit chhatigrast Sadak ke km. 0.150 se km. 6.0000 ke Madhya marammat ka Karya,1.0,5535355.0,M/s Kapil Kumar Sharma,INR,"6,225,280",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5535355,M/s Kapil Kumar Sharma,16-Sep-2025 07:11 AM,Accepted-AOC,L1,09-Oct-2025 03:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5537927,M/s SHRI MAHIPAL SINGH,16-Sep-2025 09:00 AM,Rejected-Technical,All Document not Completed,16-Sep-2025 04:56 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5538044,OMPRAKASH SINGH,16-Sep-2025 11:23 AM,Rejected-Finance,L3,09-Oct-2025 03:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5529131,S F INFRA PROJECTS,15-Sep-2025 06:52 PM,Rejected-Finance,L2,09-Oct-2025 03:48 PM,,,,,,,,,,AOC
