S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,DATE,Date,,EERED AGRA,EERED AGRA,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,276/NIVIDA AGRA/2025-26 dt 06.06.2025,2025_REDUP_1054592_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,bid,1.0,SBI Bank,"24,000",Yes,fixed,,Nil,Nil,05-Jul-2025 10:00 AM,14-Jul-2025 12:30 PM,05-Jul-2025 10:00 AM,14-Jul-2025 12:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,14-Jul-2025 12:00 PM,21-Jul-2025 09:00 AM,8. Gram hanspura kachhpura me hakim singh ke ghar se kaptan singh ke ghar tak CC karya,8. Gram hanspura kachhpura me hakim singh ke ghar se kaptan singh ke ghar tak CC karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EE RED AGRA,No ,No,854.0,Nil,Nil,No,AOC,EERED,Internal,,Dinesh Singh,19-Jul-2025 05:29 PM,21-Jul-2025 09:00 AM,techsummary_1918345.pdf (93.47 KB),Finance,f,Dinesh Singh,21-Jul-2025 01:44 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,31-Jul-2025 05:57 PM,finsummary_1918345.pdf (93.47 KB),Technical,T,Dinesh Singh,19-Jul-2025 05:01 PM,,1.0,5310269.0,M/S SAI ENTERPRISES,INR,"1,199,604.38",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1054592_8,276/NIVIDA AGRA/2025-26 dt 06.06.2025,8. Gram hanspura kachhpura me hakim singh ke ghar se kaptan singh ke ghar tak CC karya,1,5310269,M/S SAI ENTERPRISES,12-Jul-2025 03:15 PM,Accepted-AOC,L1,14-Aug-2025 12:09 AM,01-Aug-2025,"INR 1,199,604.38",90.0,Dinesh Singh,14-Aug-2025 12:09 AM,BLA.pdf (93.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5314416,TANYA CONSTRUCTION,13-Jul-2025 12:15 PM,Rejected-Finance,L2,31-Jul-2025 05:57 PM,,,,,,,AOC
