EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"34,900",Yes,fixed,,Nil,Nil,9. Vikas khand jagner ke kachhpura me jagner tantpur marg se bacchoo singh ke ghar tk CC karya,9. Vikas khand jagner ke kachhpura me jagner tantpur marg se bacchoo singh ke ghar tk CC karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EE RED AGRA,No ,No,1.0,DATE,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,276/NIVIDA AGRA/2025-26 dt 06.06.2025,2025_REDUP_1054592_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,EERED AGRA,EERED AGRA,05-Jul-2025 10:00 AM,14-Jul-2025 12:30 PM,05-Jul-2025 10:00 AM,14-Jul-2025 12:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,14-Jul-2025 12:00 PM,21-Jul-2025 09:00 AM,1,Fee/PreQual/Technical,.pdf,bid,854.0,Nil,Nil,No,AOC,EERED,Internal,,Dinesh Singh,19-Jul-2025 05:34 PM,21-Jul-2025 09:00 AM,techsummary_1918346.pdf (93.47 KB),Finance,f,Dinesh Singh,21-Jul-2025 01:42 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,31-Jul-2025 06:00 PM,finsummary_1918346.pdf (93.47 KB),Technical,T,Dinesh Singh,19-Jul-2025 04:59 PM,,1,5310247,M/S SAI ENTERPRISES,12-Jul-2025 03:31 PM,Accepted-AOC,L1,14-Aug-2025 12:11 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1054592_9,276/NIVIDA AGRA/2025-26 dt 06.06.2025,9. Vikas khand jagner ke kachhpura me jagner tantpur marg se bacchoo singh ke ghar tk CC karya,1.0,5310247.0,M/S SAI ENTERPRISES,INR,"1,745,991.13",01-Aug-2025,"INR 1,745,991.13",90.0,Dinesh Singh,14-Aug-2025 12:11 AM,BLA.pdf (93.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5314402,TANYA CONSTRUCTION,13-Jul-2025 12:20 PM,Rejected-Finance,L2,31-Jul-2025 06:00 PM,,,,,,,,,,,,,,,,AOC
