Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
13-Jun-2025,"INR 216,711.4",12.0,avadhesh kumar sharma,26-Aug-2025 04:30 PM,01.pdf (464.00 KB),Ag No. 01-EE-2025-26 ZAHEERUDDIN,1.0,5214851.0,ZAHEERUDEEN,INR,"216,711.4","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",2025_UPIDC_1041611_1,01/EEAID/2025-26,LOT01 Protection work of Bhootpuri bundh near village Manoharwali on Baneli river in district Bijnor.,1,5218364,M/S AJAYPAL SINGH CONTRACTOR,27-May-2025 12:28 PM,Rejected-AOC,rejected,26-Aug-2025 04:31 PM,Finance,All bids accepted in first Stage Finencial evaluation is under process.,avadhesh kumar sharma,06-Jun-2025 05:39 PM,,BOQ Comparative Chart,Avdhesh Kumar Sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV-4 BIJNOR.,avadhesh kumar sharma,04-Jun-2025 09:22 AM,06-Jun-2025 03:00 PM,techsummary_1889666.pdf (200.79 KB),Technical,All bids accepted in first Stage Technical evaluation is under process.,avadhesh kumar sharma,03-Jun-2025 11:03 PM,,Avdhesh Kumar Sharma,Internal,E.E.A.I.D. DHAMPUR AND E.E.E.G.C.C.DIV-4 BIJNOR.,avadhesh kumar sharma,09-Jun-2025 03:43 PM,finsummary_1889666.pdf (554.32 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||AID, dhampur",01/EEAID/2025-26,2025_UPIDC_1041611_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,E.E.A.I.D.DHAMPUR,AFZALGARH IRRIGATION DIVISION DHAMPUR,LOT01 Protection work of Bhootpuri bundh near village Manoharwali on Baneli river in district Bijnor.,LOT01 Protection work of Bhootpuri bundh near village Manoharwali on Baneli river in district Bijnor.,AS PER NIT ,NA ,"3,30,000",Civil Works,NA ,Tender,90.0,12.0,DHAMPUR,246761.0,NA ,NA ,NA ,AFZALGARH IRRIGATION DIVISION DHAMPUR,No ,No,"7,000",No,fixed,,Nil,Nil,677.0,Nil,Nil,No,1.0,SBI Bank,22-May-2025 03:00 PM,27-May-2025 03:30 PM,22-May-2025 03:00 PM,27-May-2025 03:00 PM,NA ,NA ,22-May-2025 03:00 PM,27-May-2025 03:00 PM,06-Jun-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,2,5216962,M/S HARENDRA SINGH CONTRACTOR,27-May-2025 08:35 AM,Rejected-AOC,rejected,26-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5218726,M/S J S CONSTRUCTION,27-May-2025 02:03 PM,Rejected-AOC,rejected,26-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5218264,M/S M L ASSOCIATES,27-May-2025 02:50 PM,Rejected-Technical,All technical Documents Not Complete,04-Jun-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5218284,NARMESH CHAUDHARY,27-May-2025 02:40 PM,Rejected-AOC,rejected,26-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5216687,RAJENDRA SINGH,27-May-2025 11:14 AM,Rejected-AOC,rejected,26-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5214851,ZAHEERUDEEN,27-May-2025 09:54 AM,Accepted-AOC,accepted,26-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
