Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,CEO GIDA,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,26-Jul-2025 06:55 PM,01-Aug-2025 04:00 PM,26-Jul-2025 06:55 PM,01-Aug-2025 03:00 PM,NA ,NA ,26-Jul-2025 06:55 PM,01-Aug-2025 03:00 PM,19-Aug-2025 05:10 PM,"2,950",Nil,Nil,No,Gorakhpur Industrial Development Authority,2505/GIDA/2025-26 DT. 23.07.2025,2025_UGIDA_1060199_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Maintenance of Apporch Road for Industrial Corridor in Sector 27 and 28 GIDA Gorakhpur,Maintenance of Aporch Road for Industrial Corridor in Sector 27 and 28 GIDA Gorakhpur,Please refer Tender documents. ,NA ,"94,03,312",Civil Works,NA ,Tender,90.0,30.0,GIDA GORAKHPUR,273212.0,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR ,30-Jul-2025 04:30 PM ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,"6,71,000",No,fixed,,Nil,Nil,AOC,CEO GIDA,Internal,M(Civil)GM(F)ACEO,SURESH YADAV,19-Aug-2025 05:05 PM,19-Aug-2025 05:10 PM,techsummary_1930828.pdf (401.30 KB),Finance,BID OPENED,KAPIL SHARMA,19-Aug-2025 05:45 PM,,BOQ Comparative Chart,CEO GIDA,Internal,M(C) GM(F) ACEO,KAPIL SHARMA,21-Aug-2025 05:35 PM,finsummary_1930828.pdf (413.78 KB),Technical,bid opend,SURESH YADAV,01-Aug-2025 06:47 PM,,Gorakhpur Industrial Development Authority,2025_UGIDA_1060199_1,2505/GIDA/2025-26 DT. 23.07.2025,Maintenance of Apporch Road for Industrial Corridor in Sector 27 and 28 GIDA Gorakhpur,1.0,5390604.0,R.K.TRADERS & CONSTRUCTION PRIVATE LIMITED,INR,"9,125,914.64",1,5394271,M/S AGRAWAL ASSOCIATE,01-Aug-2025 11:44 AM,Rejected-Finance,L2,21-Aug-2025 05:35 PM,21-Aug-2025,"INR 9,125,914.64",30.0,KAPIL SHARMA,21-Aug-2025 05:59 PM,3214.pdf (414.00 KB),AOC
,,.pdf,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5394505,M/S OM TRADERS,01-Aug-2025 12:37 PM,Rejected-Technical,NOT RESPONSIVE,19-Aug-2025 05:05 PM,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5392253,M/S R R TRADERS,01-Aug-2025 09:42 AM,Rejected-Finance,L3,21-Aug-2025 05:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5394623,M/S Sudhir Kumar,01-Aug-2025 01:12 PM,Rejected-Technical,NOT RESPONSIVE,19-Aug-2025 05:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5390604,R.K.TRADERS & CONSTRUCTION PRIVATE LIMITED,01-Aug-2025 12:49 PM,Accepted-AOC,L1,21-Aug-2025 05:59 PM,,,,,,,AOC
