S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5169787.0,LISHA ENGINEERS PRIVATE LIMITED,19-May-2025 12:54 PM,Rejected-Finance,L2,23-Jul-2025 03:29 PM,1.0,5175160.0,PARAS CONSTRUCTION,INR,"52,079,859.53",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1031622_8,YEA/GM(PROJECT)/2025/1051 DT-17/04/2025,"Development work of service road 12.0mtr and 18.0mtr. wide road sewerage drain and water supply infront fo ESS-01 plot No-F-3,F-4 SS-08,N.H-26 F-2,N.H-25 F-2,F1A,F-1,I-01,I-02 in sector -18 YEA WC-01",23-Jul-2025,"INR 52,079,859.53",365.0,VIKAS KUMAR,20-Aug-2025 03:06 PM,aoc1051_8.pdf (902.00 KB),AOC,Committee,Internal,Committee,BHARAM PAL SINGH,02-Jul-2025 03:59 PM,03-Jul-2025 11:00 AM,techsummary_1867231.pdf (1187.88 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,23-Jul-2025 03:20 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,23-Jul-2025 03:29 PM,finsummary_1867231.pdf (435.40 KB),Technical,UNDER EVALUATION,BHARAM PAL SINGH,02-Jul-2025 12:20 PM,,AOC,"13,71,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",24-Apr-2025 06:55 PM,21-May-2025 11:00 AM,24-Apr-2025 06:55 PM,19-May-2025 05:00 PM,NA ,NA ,24-Apr-2025 06:55 PM,19-May-2025 05:00 PM,03-Jul-2025 11:00 AM,1.0,SBI Bank,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Development work of service road 12.0mtr and 18.0mtr. wide road sewerage drain and water supply infront fo ESS-01 plot No-F-3,F-4 SS-08,N.H-26 F-2,N.H-25 F-2,F1A,F-1,I-01,I-02 in sector -18 YEA WC-01","Development work of service road 12.0mtr and 18.0mtr. wide road sewerage drain and water supply infront fo ESS-01 plot No-F-3,F-4 SS-08,N.H-26 F-2,N.H-25 F-2,F1A,F-1,I-01,I-02 in sector -18 YEA WC-01",Please refer Tender documents. ,NA ,"6,85,26,221",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,1.0,Corrigendum,Date,,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1051 DT-17/04/2025,2025_YEIDA_1031622_8,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"6,770",Nil,Nil,No,AOC
2.0,5196163.0,M/s R.K Gupta Contractor,19-May-2025 01:59 PM,Rejected-Finance,L3,23-Jul-2025 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5199359.0,M/S V.K.Construction,19-May-2025 02:17 PM,Rejected-Technical,DISQUALIFIED,02-Jul-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,5175160.0,PARAS CONSTRUCTION,19-May-2025 04:27 PM,Accepted-AOC,L1,20-Aug-2025 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
