Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
25-Jul-2025,"INR 1,785,196.98",60.0,Hemant Saxena,07-Aug-2025 07:02 PM,AOC_318_09.pdf (272.00 KB),1,5279272,AMAR ENTERPRISES,28-Jun-2025 11:49 AM,Rejected-Finance,2nd Lowest Bidder,11-Jul-2025 09:45 PM,1.0,5277076.0,M/S VIKASH CONSTRUCTIONS,INR,"1,785,018",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2025_REDUP_1050407_1,318_09/MLAY/KHERI/2025-26,Construction work of Khadanja from field of Ram Niwas Yadav to field of Ram Sevak Gupta in the village panchayat Umra. Block Nighasan,Finance,Recommended for Financial Evaluation,Hemant Saxena,11-Jul-2025 09:28 AM,finance_1909042.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Hemant Saxena,05-Jul-2025 10:57 PM,10-Jul-2025 12:00 PM,techsummary_1909042.pdf (330.67 KB),Technical,Recommended for Technical Evaluation,Hemant Saxena,29-Jun-2025 04:36 PM,technical_1909042.pdf,Hemant Saxena,Internal,,Hemant Saxena,11-Jul-2025 09:45 PM,finsummary_1909042.pdf (430.18 KB),AOC,1,Fee/PreQual/Technical,.pdf,Technical PDF,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,318_09/MLAY/KHERI/2025-26,2025_REDUP_1050407_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,23-Jun-2025 12:00 PM,28-Jun-2025 12:30 PM,23-Jun-2025 12:00 PM,28-Jun-2025 12:00 PM,NA ,NA ,23-Jun-2025 12:00 PM,28-Jun-2025 12:00 PM,10-Jul-2025 12:00 PM,"36,000",No,fixed,,Nil,Nil,Construction work of Khadanja from field of Ram Niwas Yadav to field of Ram Sevak Gupta in the village panchayat Umra. Block Nighasan,Construction work of Khadanja from field of Ram Niwas Yadav to field of Ram Sevak Gupta in the village panchayat Umra. Block Nighasan,Please Refer Tender Document ,NA ,"17,85,200",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,944.0,Nil,Nil,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,AOC
,,,,,,2,5277076,M/S VIKASH CONSTRUCTIONS,28-Jun-2025 10:33 AM,Accepted-AOC,Accepted,07-Aug-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
