Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,13-May-2026 05:05 PM,16-Oct-2025 12:00 PM,techsummary_1970388.pdf (209.61 KB),29-Oct-2025,"INR 231,998.6",15.0,Mukesh Kumar Vaish,29-Oct-2025 03:05 PM,AOC16.pdf (284.00 KB),AOC,Technical,Technical Summary,Mukesh Kumar Vaish,13-Oct-2025 11:16 AM,technical_1970388.pdf,1.0,5591629.0,LINE COMMUNICATION,INR,"231,998.6",Finance,Financial,Mukesh Kumar Vaish,16-Oct-2025 02:24 PM,finance_1970388.pdf,BOQ Comparative Chart,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,16-Oct-2026 05:05 PM,finsummary_1970388.pdf (209.61 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",2025_UPIDC_1078006_16,03/EE/2025-26,Patch Repair of Quasimpur Dy. in Left bank From Km. 3.500 to Km. 4.500(Lot-16),1,5591629,LINE COMMUNICATION,08-Oct-2025 01:45 AM,Accepted-AOC,Lowest,29-Oct-2025 03:57 PM,AOC,29-Sep-2025 03:00 PM,08-Oct-2025 11:15 AM,29-Sep-2025 03:00 PM,08-Oct-2025 11:00 AM,NA ,NA ,29-Sep-2025 03:00 PM,08-Oct-2025 11:00 AM,16-Oct-2025 12:00 PM,EXECUTIVE ENGINEER,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C","5,940",Yes,percentage,2.0%,Nil,Nil,677.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",03/EE/2025-26,2025_UPIDC_1078006_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Patch Repair of Quasimpur Dy. in Left bank From Km. 3.500 to Km. 4.500(Lot-16),Patch Repair of Quasimpur Dy. in Left bank From Km. 3.500 to Km. 4.500(Lot-16),Refer tender Document ,NA ,"2,97,000",Civil Works - Roads,NA ,Rate Contract,90.0,15.0,Unnao,209881.0,NA ,NA ,NA ,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5588326,M/S MAA SHREE CONSTRUCTION,07-Oct-2025 06:38 PM,Rejected-Finance,II Lowest,16-Oct-2025 02:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5590629,M/S R.N.CONSTRUCTION,08-Oct-2025 05:05 AM,Rejected-Finance,III Lowest,16-Oct-2025 02:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5588392,Ram Asrey,07-Oct-2025 01:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Oct-2025 11:16 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
