Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
22-Aug-2025,"INR 902,279.51",180.0,Rakesh Sikarwar,22-Aug-2025 02:04 PM,55fzf.pdf (454.00 KB),1,5396067,M/s Maa Builders,01-Aug-2025 11:12 PM,Accepted-AOC,OK,22-Aug-2025 02:04 PM,1.0,5396067.0,M/s Maa Builders,INR,"902,279.51",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1060434_1,55/FZD/MLA/25-26,"Construction of Drainage System from Amar Singh Yadav Foji House to Nahar patri at Vill. -Jodhpur, Block- Eka Distt. Firozabad.",Finance,Rate of M/s Maa Builders is accepted.,Rakesh Sikarwar,22-Aug-2025 12:49 PM,finance_1931273.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Pramod Kumar,07-Aug-2025 12:29 PM,07-Aug-2025 12:40 PM,techsummary_1931273.pdf (633.70 KB),Technical,All bids are ok,Pramod Kumar,07-Aug-2025 11:59 AM,technical_1931273.pdf,Shri RAKESH KUMAR SIKARWAR,Internal,,Rakesh Sikarwar,22-Aug-2025 02:02 PM,finsummary_1931273.pdf (453.72 KB),AOC,1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,55/FZD/MLA/25-26,2025_SCIDC_1060434_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra",1.0,RTGS - RTGS Payment,"Construction of Drainage System from Amar Singh Yadav Foji House to Nahar patri at Vill. -Jodhpur, Block- Eka Distt. Firozabad.","Construction of Drainage System from Amar Singh Yadav Foji House to Nahar patri at Vill. -Jodhpur, Block- Eka Distt. Firozabad.",Please refer Tender documents. ,NA ,"9,02,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,"1,062",UPSCIDCO,FIROZABAD,No,"18,000",No,fixed,,UPSCIDCO,FIROZABAD,26-Jul-2025 03:20 PM,02-Aug-2025 12:00 PM,26-Jul-2025 03:20 PM,02-Aug-2025 12:00 PM,NA ,NA ,26-Jul-2025 03:20 PM,02-Aug-2025 12:00 PM,07-Aug-2025 12:40 PM,AOC
,,,,,,2,5396215,M/s MAA BUILDERS,02-Aug-2025 01:29 AM,Rejected-AOC,OK,22-Aug-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
