S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,Repair/reconstruction of concrete works from Km 0.00 to Km 18.360 of Kothipur Rajwaha in Auraiya district and demarcation work of canal land.,Repair/reconstruction of concrete works from Km 0.00 to Km 18.360 of Kothipur Rajwaha in Auraiya district and demarcation work of canal land.,Please refer Tender documents. ,NA ,"2,90,00,000",Civil Works - Canal,NA ,Tender,90.0,365.0,Etawah,206001.0,Etawah ,"Superintending Engineer, Irrigation Works Circle Etawah ",09-Sep-2025 01:00 PM ,Etawah,No ,No,"2,714",Nil,Nil,No,04-Sep-2026 05:11 PM,12-Sep-2025 03:30 PM,04-Sep-2025 11:30 AM,12-Sep-2025 03:00 PM,NA ,NA ,04-Sep-2025 11:30 AM,12-Sep-2025 03:00 PM,22-Sep-2025 10:30 AM,"5,80,000",No,fixed,,Nil,Nil,Superintending Engineer,"Superintending Engineer, Irrigation Works Circle Etawah","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah",02/S.E./2025-26,2025_UPIDC_1071078_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,Finance,alladmit,AMITABH KUMAR,22-Sep-2025 09:14 PM,,BOQ Comparative Chart,J. K. Agrawal,Internal,,AMITABH KUMAR,18-Sep-2025 11:23 AM,22-Sep-2025 10:30 AM,techsummary_1954401.pdf (783.75 KB),Technical,1 Not Admit and 4 Admit,AMITABH KUMAR,18-Sep-2025 11:19 AM,technical_1954401.pdf,J. K. Agrawal,Internal,,AMITABH KUMAR,16-Oct-2025 01:15 PM,finsummary_1954401.pdf (783.75 KB),16-Oct-2025,"INR 29,000,000",365.0,AMITABH KUMAR,16-Oct-2025 01:19 PM,AOC.pdf (597.00 KB),1,5530495,M/S ARVIND KUMAR DUBEY,12-Sep-2025 02:59 PM,Rejected-AOC,Complet,16-Oct-2025 01:20 PM,1.0,5530309.0,M/s PARI ENTERPRISES,INR,"25,442,887","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah",2025_UPIDC_1071078_1,02/S.E./2025-26,Repair/reconstruction of concrete works from Km 0.00 to Km 18.360 of Kothipur Rajwaha in Auraiya district and demarcation work of canal land.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5530014,M/s Nav Bharat Construction,12-Sep-2025 02:33 PM,Rejected-AOC,Complet,16-Oct-2025 01:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5530309,M/s PARI ENTERPRISES,12-Sep-2025 02:24 PM,Accepted-AOC,Complet,16-Oct-2025 01:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5528727,M/s Shree Dauji Enterprises,12-Sep-2025 02:49 PM,Rejected-AOC,Complet,16-Oct-2025 01:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5530468,M/S Vinay Construction,12-Sep-2025 02:58 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Sep-2025 11:19 AM,,,,,,,,,,AOC
