Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE MGCCD10 BSR,EE MGCCD10 BSR,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-10, bulandshahar",01/EE/2025-26,2025_UPIDC_1034456_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"25,200",No,percentage,10.0%,Nil,Nil,589.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TB,19-May-2025 10:00 AM,24-May-2025 11:00 AM,19-May-2025 10:00 AM,24-May-2025 10:00 AM,NA ,NA ,19-May-2025 10:00 AM,24-May-2025 10:00 AM,24-May-2025 05:30 PM,1.0,SBI Bank,"Silt Clearance of Mukehra From Km. 0.000 to Km. 8.575, Lot-9","Silt Clearance of Mukehra From Km. 0.000 to Km. 8.575, Lot-9",Please refer Tender documents. ,NA ,"2,52,000",Civil Works - Canal,NA ,Rate Contract,30.0,30.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,AOC,"EE, MGCCD-10, BSR",Internal,"EE, MGCCD-6, Meerut",Rohit .,25-May-2025 12:19 PM,finsummary_1887177.pdf (2151.47 KB),Technical,TB Summary,Rohit .,24-May-2025 04:46 PM,technical_1887177.pdf,"EE, MGCCD-10, BSR",Internal,"EE, MGCCD-6, Meerut",Rohit .,24-May-2025 05:27 PM,24-May-2025 05:30 PM,techsummary_1887177.pdf (2151.48 KB),Finance,Summary,Rohit .,25-May-2025 12:06 PM,finance_1887177.pdf,BOQ Comparative Chart,1.0,5203994.0,M/s Kamal Kumar,INR,"246,942","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-10, bulandshahar",2025_UPIDC_1034456_2,01/EE/2025-26,"Silt Clearance of Mukehra From Km. 0.000 to Km. 8.575, Lot-9",1.0,5203994.0,M/s Kamal Kumar,23-May-2025 03:35 PM,Accepted-AOC,L-1,17-Aug-2025 12:52 PM,27-May-2025,"INR 246,942",30.0,Rohit .,17-Aug-2025 12:52 PM,mukehramr.pdf (316.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5204004.0,M/s Moni Construction,INR,"251,804.675",,,,,2.0,5204004.0,M/s Moni Construction,23-May-2025 03:48 PM,Accepted-AOC,L-2,17-Aug-2025 12:52 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
