Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
D N Maurya AEIV,Internal,D K Singh AEV,deena nath maurya,21-Jun-2025 05:25 PM,23-Jun-2025 01:00 PM,techsummary_1900102.pdf (564.77 KB),Technical,Summary,deena nath maurya,21-Jun-2025 03:58 PM,technical_1900102.pdf,01-Jul-2025,"INR 162,515",30.0,deena nath maurya,21-Oct-2025 02:25 PM,agno11.pdf (315.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_15,01/AEIV/2025-26,"Providing of Nursery items for Nursery at Officer club at Canal Colony, Cantt Road, Lucknow. (Lot No.15)",1,5246609,BHAJAN LAL,12-Jun-2025 02:31 AM,Accepted-AOC,L1,21-Oct-2025 02:25 PM,1.0,5246609.0,BHAJAN LAL,INR,"162,515",Deena Nath Maurya AEIV,Internal,D K Singh AEV,deena nath maurya,25-Jun-2025 11:03 AM,finsummary_1900102.pdf (914.43 KB),Finance,Boq Summary,deena nath maurya,23-Jun-2025 03:18 PM,finance_1900102.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,06-Jun-2025 12:00 PM,12-Jun-2025 03:00 PM,06-Jun-2025 12:00 PM,12-Jun-2025 12:00 PM,06-Jun-2025 12:00 PM ,12-Jun-2025 12:00 PM ,06-Jun-2025 12:00 PM,12-Jun-2025 12:00 PM,23-Jun-2025 01:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_15,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,590.0,Nil,Nil,No,"Providing of Nursery items for Nursery at Officer club at Canal Colony, Cantt Road, Lucknow. (Lot No.15)","Providing of Nursery items for Nursery at Officer club at Canal Colony, Cantt Road, Lucknow. (Lot No.15)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,canal colony cantt Road,226001.0,NA ,NA ,NA ,canal colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"3,360",No,fixed,,Nil,Nil,Assistant Engineer IV,ldsc Lucknow,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5246772,M/S KISHORE KUMAR,12-Jun-2025 08:06 AM,Rejected-AOC,L2,21-Oct-2025 02:25 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,AOC
