Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"16. Vikas khand achhnera ke prathmik vidhyalaya gopau me smart board, furniture ewam link marg ka nirman karya","16. Vikas khand achhnera ke prathmik vidhyalaya gopau me smart board, furniture ewam link marg ka nirman karya",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EE RED AGRA,No ,No,13-Aug-2025 10:00 AM,19-Aug-2025 12:30 PM,13-Aug-2025 10:00 AM,19-Aug-2025 12:00 PM,NA ,NA ,13-Aug-2025 10:00 AM,19-Aug-2025 12:00 PM,21-Aug-2025 09:00 AM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BID,"53,600",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,536./NIVIDA AGRA/2025-26 dt 01.08.2025,2025_REDUP_1065222_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,EERED AGRA,EERED AGRA,AOC,Finance,F,Dinesh Singh,22-Aug-2025 12:00 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,22-Aug-2025 04:05 PM,finsummary_1941825.pdf (93.47 KB),1.0,5433090.0,M/S SAI ENTERPRISES,INR,"2,678,354.756",1,5433090,M/S SAI ENTERPRISES,18-Aug-2025 08:08 PM,Accepted-AOC,L1,28-Aug-2025 03:29 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1065222_12,536./NIVIDA AGRA/2025-26 dt 01.08.2025,"16. Vikas khand achhnera ke prathmik vidhyalaya gopau me smart board, furniture ewam link marg ka nirman karya",22-Aug-2025,"INR 2,678,354.756",90.0,Dinesh Singh,28-Aug-2025 03:29 PM,BL.pdf (93.00 KB),Technical,T,Dinesh Singh,20-Aug-2025 02:24 PM,,EERED,Internal,,Dinesh Singh,20-Aug-2025 02:39 PM,21-Aug-2025 09:00 AM,techsummary_1941825.pdf (93.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5437804,TANYA CONSTRUCTION,18-Aug-2025 01:11 PM,Rejected-Finance,L2,22-Aug-2025 04:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
