Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Summary,deena nath maurya,18-Jul-2025 11:57 AM,technical_1920318.pdf,28-Jul-2025,"INR 167,603.35",30.0,deena nath maurya,24-Oct-2025 11:47 AM,agno45.pdf (380.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,18-Jul-2025 01:17 PM,21-Jul-2025 01:00 PM,techsummary_1920318.pdf (914.43 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1055385_14,02/AEIV/2025-26,"Painting and tiles work in Room no- 126 and 127 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow.(Lot No.14)",1,5327349,PRECISE POWER PROJECTS PRIVATE LIMITED,14-Jul-2025 09:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,18-Jul-2025 11:57 AM,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,21-Jul-2025 04:21 PM,finsummary_1920318.pdf (914.43 KB),Finance,Summary,deena nath maurya,21-Jul-2025 03:10 PM,finance_1920318.pdf,BOQ Comparative Chart,1.0,5329369.0,RAMAYAN ASSOCIATES,INR,"167,603.35",AOC,Assistant Engineer IV,LDSC Lucknow,590.0,Nil,Nil,No,09-Jul-2025 12:00 PM,15-Jul-2025 03:00 PM,09-Jul-2025 12:00 PM,15-Jul-2025 12:00 PM,09-Jul-2025 12:00 PM ,15-Jul-2025 12:00 PM ,09-Jul-2025 12:00 PM,15-Jul-2025 12:00 PM,21-Jul-2025 01:00 PM,"Painting and tiles work in Room no- 126 and 127 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow.(Lot No.14)","Painting and tiles work in Room no- 126 and 127 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow.(Lot No.14)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",02/AEIV/2025-26,2025_UPIDC_1055385_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"3,380",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5329369,RAMAYAN ASSOCIATES,14-Jul-2025 10:42 PM,Accepted-AOC,L1,24-Oct-2025 11:47 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5329746,URMILA DEVI,14-Jul-2025 11:47 PM,Rejected-AOC,L2,24-Oct-2025 11:47 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
