Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Restoration service road from km 6.500 to 7.250 Nayan Dy,Restoration service road from km 6.500 to 7.250 Nayan Dy,Please refer tender documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,30.0,Nayan Dy,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,23-Sep-2025 11:30 AM,29-Sep-2025 04:00 PM,23-Sep-2025 11:30 AM,29-Sep-2025 03:00 PM,NA ,NA ,23-Sep-2025 11:30 AM,29-Sep-2025 03:00 PM,06-Oct-2025 03:00 PM,266.0,Nil,Nil,No,1.0,SBI Bank,Executive Engineer,ICD Firozabad Hq Shikohabad,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",03/EE/2025-26,2025_UPIDC_1076272_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"80,000",No,fixed,,Nil,Nil,AOC,1,5564763,Harendra kumar thekedar,28-Sep-2025 08:21 PM,Rejected-Finance,L2,09-Oct-2025 12:53 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2025_UPIDC_1076272_11,03/EE/2025-26,Restoration service road from km 6.500 to 7.250 Nayan Dy,Finance,As per Tender notice,SUNIL KUMAR,06-Oct-2025 05:11 PM,,BOQ Comparative Chart,Executive Engineer,Internal,Ae Accountant Clerk,SUNIL KUMAR,09-Oct-2025 12:53 PM,finsummary_1966151.pdf (23.98 KB),1.0,5570937.0,M/s SHRI MAHIPAL SINGH,INR,"402,636",Executive Engineer,Internal,Ae Accountant clerk,SUNIL KUMAR,04-Oct-2025 06:00 PM,06-Oct-2025 03:00 PM,techsummary_1966151.pdf (423.41 KB),Technical,As per tender notice,SUNIL KUMAR,04-Oct-2025 05:15 PM,,25-Oct-2025,"INR 402,636",30.0,SUNIL KUMAR,25-Oct-2025 03:47 PM,11.pdf (673.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5571464,M/s BHEESHAM PAL CONSTRUCTION,29-Sep-2025 02:31 PM,Rejected-Finance,L3,09-Oct-2025 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5564713,M/S H.K.C. CONSTRUCTION,29-Sep-2025 10:11 AM,Rejected-Finance,L4,09-Oct-2025 12:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5570937,M/s SHRI MAHIPAL SINGH,29-Sep-2025 12:05 PM,Accepted-AOC,L1,25-Oct-2025 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
